Author,of,our,such,being,the,we,in,his,and,that,he,to,with,an,them,they,would,be,could,have,been,more,than,but,it,for,these,not,her,him,your,may,did,are,which,into,without,will,is,therefore,all,no,other,from,when,had,thus,if,how,were,many,some,like,yet,upon,according,much,also,anything,do,make,those,thyself,there,now,till,among,who,ought,hence,notwithstanding,shouldst,their,lord,abundance,was,once,said,as,shalt,each,thee,where,god,what,one,or,neither,forth,because,must,by,throughout,again,lest,me,became,let,himself,thou,thy,my,say,unto,should,whither,ever,shall,whom,hast,man,every,out,ye,then,hath,whose,m_percentage_use,e_percentage_use,b_percentage_use,r_percentage_use,o_percentage_use,f_percentage_use,u_percentage_use,a_percentage_use,i_percentage_use,l_percentage_use,y_percentage_use,s_percentage_use,c_percentage_use,h_percentage_use,n_percentage_use,g_percentage_use,t_percentage_use,d_percentage_use,w_percentage_use,p_percentage_use,q_percentage_use,v_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,18,16,3,1,19,8,8,4,19,8,8,11,8,2,2,1,3,5,1,2,1,1,1,2,2,1,1,2,1,4,4,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369757174392936,0.11920529801324503,0.012693156732891833,0.06015452538631347,0.08278145695364239,0.02097130242825607,0.03642384105960265,0.07947019867549669,0.07891832229580574,0.02704194260485651,0.013245033112582781,0.052428256070640174,0.037527593818984545,0.05518763796909492,0.07505518763796909,0.017660044150110375,0.09326710816777042,0.04856512141280353,0.018211920529801324,0.02041942604856512,0.002207505518763797,0.00772626931567329,0.002207505518763797,0.0011037527593818985,0.0005518763796909492,0,0,381,4.755905511811024,14.807692307692308,188.0
