Author,which,the,his,and,him,in,he,them,of,that,had,to,yet,they,make,our,for,as,some,must,your,did,with,such,what,now,be,is,or,if,then,let,but,not,no,one,an,their,been,it,other,we,have,from,each,shall,without,may,those,whom,how,would,by,thus,than,were,many,like,upon,into,according,therefore,much,hath,when,also,anything,do,thyself,there,till,among,who,being,ought,hence,notwithstanding,shouldst,will,lord,abundance,was,once,all,shalt,said,could,thee,where,god,neither,forth,because,throughout,again,lest,more,me,became,her,himself,thou,thy,my,these,say,should,unto,whither,ever,man,hast,every,out,ye,are,whose,s_percentage_use,u_percentage_use,b_percentage_use,j_percentage_use,e_percentage_use,c_percentage_use,t_percentage_use,w_percentage_use,h_percentage_use,i_percentage_use,r_percentage_use,g_percentage_use,d_percentage_use,a_percentage_use,o_percentage_use,n_percentage_use,l_percentage_use,y_percentage_use,x_percentage_use,p_percentage_use,f_percentage_use,m_percentage_use,v_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,18,1,10,1,6,3,1,18,2,3,17,1,1,2,8,7,7,1,3,1,1,5,4,1,1,4,3,2,2,2,2,2,4,3,1,3,5,1,2,2,5,2,1,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049855072463768114,0.035942028985507246,0.012753623188405797,0.002898550724637681,0.13623188405797101,0.035942028985507246,0.09043478260869565,0.01971014492753623,0.04927536231884058,0.06956521739130435,0.07072463768115941,0.016231884057971015,0.029565217391304348,0.07188405797101449,0.09043478260869565,0.07594202898550724,0.03188405797101449,0.010434782608695653,0.0034782608695652175,0.019130434782608695,0.025507246376811593,0.03072463768115942,0.009855072463768115,0.00463768115942029,0.0011594202898550724,0,0,388,4.445876288659794,15.01923076923077,181.99420289855072
