Author,we,were,to,the,and,who,of,his,then,him,our,had,all,my,as,into,he,for,with,them,these,an,than,which,they,in,their,was,being,abundance,thus,much,without,those,no,make,from,other,upon,among,many,be,said,god,your,when,how,thyself,such,anything,each,shouldst,thou,if,shall,thee,himself,have,yet,became,should,could,me,ye,man,hast,that,more,some,or,what,will,her,out,lest,there,it,neither,therefore,by,because,may,would,notwithstanding,lord,ought,again,but,according,been,every,till,must,hence,are,not,shalt,where,once,is,whither,ever,now,throughout,let,thy,hath,one,also,do,did,forth,whom,say,like,whose,unto,b_percentage_use,e_percentage_use,f_percentage_use,o_percentage_use,r_percentage_use,w_percentage_use,i_percentage_use,m_percentage_use,d_percentage_use,a_percentage_use,t_percentage_use,l_percentage_use,y_percentage_use,c_percentage_use,n_percentage_use,u_percentage_use,h_percentage_use,k_percentage_use,g_percentage_use,v_percentage_use,s_percentage_use,p_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,7,9,16,23,30,1,11,4,1,3,9,5,2,1,3,2,2,4,7,1,2,2,1,3,3,7,2,6,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114598903836572,0.13303437967115098,0.025411061285500747,0.0737419033383159,0.06576980568011959,0.02491280518186348,0.06676631788739412,0.026905829596412557,0.05331340308918784,0.08470353761833582,0.07972097658196313,0.0229197807673144,0.017438963627304436,0.03238664673642252,0.07722969606377678,0.03089187842551071,0.05132037867463876,0.0064773293472845045,0.018435475834578975,0.013452914798206279,0.05680119581464873,0.02042850024912805,0.000996512207274539,0.001993024414549078,0.0014947683109118087,0,0,433,4.635103926096997,16.71153846153846,191.99800697558544
