Author,who,were,in,the,for,of,and,they,each,other,by,all,their,as,these,one,was,to,me,that,we,have,will,be,being,when,may,then,them,make,your,is,it,an,with,or,our,where,could,not,but,would,had,upon,became,into,from,thus,if,than,how,been,his,many,some,like,yet,him,according,therefore,much,hath,also,anything,do,he,thyself,those,there,which,now,till,among,ought,hence,notwithstanding,shouldst,lord,abundance,once,said,shalt,thee,god,such,what,no,did,neither,forth,because,must,throughout,without,again,lest,more,her,let,himself,thou,thy,say,my,should,unto,whither,shall,whom,hast,ever,every,out,man,ye,are,whose,t_percentage_use,w_percentage_use,o_percentage_use,y_percentage_use,u_percentage_use,n_percentage_use,g_percentage_use,m_percentage_use,e_percentage_use,h_percentage_use,r_percentage_use,b_percentage_use,d_percentage_use,i_percentage_use,s_percentage_use,a_percentage_use,v_percentage_use,l_percentage_use,f_percentage_use,x_percentage_use,c_percentage_use,p_percentage_use,j_percentage_use,q_percentage_use,k_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,2,3,15,36,2,17,20,16,2,2,5,2,12,1,3,1,3,9,1,3,3,1,4,3,1,2,2,1,4,1,1,2,1,3,2,1,2,1,2,2,2,2,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09627791563275434,0.017866004962779156,0.06550868486352357,0.021339950372208438,0.02729528535980149,0.07692307692307693,0.02183622828784119,0.025806451612903226,0.13995037220843673,0.06650124069478908,0.05756823821339951,0.013399503722084368,0.048635235732009924,0.0684863523573201,0.05756823821339951,0.06997518610421836,0.009429280397022333,0.036228287841191066,0.01836228287841191,0.0034739454094292804,0.028287841191066997,0.020843672456575684,0.001488833746898263,0.0004962779156327543,0.004466501240694789,0.0009925558312655087,0,434,4.642857142857143,16.76923076923077,208.99900744416874
