Author,of,upon,them,an,to,and,it,will,the,as,that,from,should,in,his,according,have,where,shall,if,by,your,be,therefore,no,me,my,was,then,he,but,for,must,all,who,became,were,such,would,their,had,more,with,some,like,yet,him,when,do,which,till,among,ought,shouldst,once,shalt,is,what,one,again,these,say,whom,hast,out,ye,than,into,other,those,we,thee,neither,throughout,lest,her,let,there,not,they,been,may,our,make,hence,abundance,said,god,forth,without,himself,every,are,whose,thus,how,many,much,also,anything,thyself,now,being,notwithstanding,lord,each,could,did,or,because,thou,thy,unto,whither,ever,man,hath,o_percentage_use,f_percentage_use,c_percentage_use,n_percentage_use,s_percentage_use,a_percentage_use,g_percentage_use,u_percentage_use,i_percentage_use,t_percentage_use,y_percentage_use,x_percentage_use,p_percentage_use,h_percentage_use,e_percentage_use,m_percentage_use,d_percentage_use,l_percentage_use,b_percentage_use,v_percentage_use,r_percentage_use,w_percentage_use,j_percentage_use,q_percentage_use,k_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,21,1,1,9,10,10,5,3,34,2,7,2,3,4,4,1,1,1,1,1,2,4,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08421672555948174,0.030035335689045935,0.030624263839811542,0.07832744405182568,0.06301531213191991,0.07243816254416961,0.01707891637220259,0.028857479387514724,0.07832744405182568,0.10306242638398115,0.013545347467608953,0.001177856301531213,0.022968197879858657,0.04946996466431095,0.12131919905771496,0.03121319199057715,0.032391048292108364,0.03828032979976443,0.010011778563015312,0.009422850412249705,0.0624263839811543,0.012367491166077738,0.004122497055359246,0.001177856301531213,0.0035335689045936395,0,0,362,4.69060773480663,14.173076923076923,153.99941107184924
