Author,the,of,such,they,and,without,to,or,being,for,with,he,then,all,many,other,in,her,but,was,by,who,them,upon,him,had,when,his,thou,could,your,my,is,no,from,shall,be,me,not,man,will,that,than,are,must,been,which,those,were,their,an,out,every,where,thus,if,how,may,have,would,some,our,like,yet,into,much,therefore,also,anything,do,make,thyself,now,till,among,it,ought,hence,notwithstanding,shouldst,lord,abundance,each,once,said,as,shalt,we,thee,god,what,did,one,neither,forth,because,throughout,again,lest,more,became,let,himself,thy,these,say,should,unto,whither,ever,whom,hast,according,there,ye,hath,whose,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,r_percentage_use,n_percentage_use,g_percentage_use,o_percentage_use,f_percentage_use,u_percentage_use,c_percentage_use,a_percentage_use,m_percentage_use,i_percentage_use,y_percentage_use,b_percentage_use,k_percentage_use,d_percentage_use,w_percentage_use,p_percentage_use,l_percentage_use,x_percentage_use,z_percentage_use,v_percentage_use,q_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,35,18,2,3,16,1,11,2,1,5,5,6,2,1,1,1,7,4,3,4,5,3,5,1,1,5,2,5,2,1,6,8,3,1,2,4,2,3,2,2,1,4,1,1,1,1,2,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08845577211394302,0.06796601699150424,0.1359320339830085,0.06596701649175413,0.06846576711644178,0.05747126436781609,0.013493253373313344,0.06846576711644178,0.02348825587206397,0.026986506746626688,0.021989005497251374,0.08495752123938032,0.03648175912043978,0.05547226386806597,0.027486256871564217,0.017491254372813594,0.005997001499250375,0.04697651174412794,0.01899050474762619,0.014992503748125937,0.04097951024487756,0.0024987506246876563,0.001999000499750125,0.006496751624187906,0.0004997501249375312,0,0,461,4.340563991323211,17.78846153846154,213.0
