Author,who,have,no,and,now,me,to,thee,that,if,thou,shouldst,in,or,of,the,an,his,as,it,is,some,will,be,by,would,one,upon,may,which,from,with,my,was,being,had,him,he,such,were,must,our,there,when,we,for,other,their,into,became,they,not,her,many,anything,thyself,each,said,shall,himself,hast,without,should,could,ye,yet,man,among,then,more,what,out,them,make,these,lest,how,neither,abundance,therefore,because,notwithstanding,your,all,lord,ought,again,but,according,been,every,till,hence,are,shalt,where,once,much,whither,ever,god,throughout,let,thy,hath,also,do,did,thus,forth,whom,say,like,than,those,whose,unto,t_percentage_use,e_percentage_use,n_percentage_use,h_percentage_use,o_percentage_use,u_percentage_use,s_percentage_use,a_percentage_use,d_percentage_use,w_percentage_use,v_percentage_use,r_percentage_use,c_percentage_use,i_percentage_use,b_percentage_use,f_percentage_use,p_percentage_use,m_percentage_use,l_percentage_use,y_percentage_use,g_percentage_use,q_percentage_use,x_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,3,2,20,2,4,7,1,8,1,1,1,6,2,23,27,2,8,3,3,3,1,4,3,1,1,3,1,1,3,2,4,4,6,1,3,1,3,1,3,1,1,1,2,1,4,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09317904993909866,0.11875761266747868,0.07247259439707673,0.058465286236297195,0.07429963459196103,0.028014616321559074,0.06090133982947625,0.0925700365408039,0.04080389768574909,0.020706455542021926,0.015834348355663823,0.06029232643118149,0.024360535931790498,0.0828258221680877,0.014616321559074299,0.027405602923264313,0.01705237515225335,0.02984165651644336,0.029232643118148598,0.016443361753958587,0.011571254567600487,0.001218026796589525,0.001218026796589525,0.0018270401948842874,0.0006090133982947625,0,0,385,4.264935064935065,15.576923076923077,192.99451887941535
