Author,in,the,of,their,and,to,which,they,we,now,upon,such,an,as,may,be,every,like,that,had,no,for,were,not,been,those,with,are,by,into,it,also,some,was,many,them,did,each,shall,who,became,man,make,therefore,lord,till,being,where,whither,let,than,unto,shouldst,me,more,from,because,would,him,notwithstanding,our,all,once,much,is,ever,my,do,when,whose,thyself,anything,said,if,have,without,should,could,ye,yet,he,or,what,these,there,neither,abundance,but,must,hence,god,thy,hath,one,other,forth,his,whom,thou,thee,himself,hast,among,then,will,her,out,lest,how,your,ought,again,according,shalt,throughout,thus,say,s_percentage_use,e_percentage_use,c_percentage_use,u_percentage_use,r_percentage_use,i_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,j_percentage_use,o_percentage_use,y_percentage_use,m_percentage_use,f_percentage_use,g_percentage_use,a_percentage_use,d_percentage_use,p_percentage_use,l_percentage_use,k_percentage_use,b_percentage_use,w_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,4,40,29,12,27,16,13,3,2,1,1,5,1,5,1,1,3,1,3,2,1,3,6,1,1,1,2,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05589430894308943,0.13719512195121952,0.030995934959349592,0.024390243902439025,0.06859756097560976,0.07621951219512195,0.07317073170731707,0.10467479674796748,0.059959349593495935,0.0020325203252032522,0.06707317073170732,0.022357723577235773,0.019817073170731708,0.025914634146341462,0.015752032520325202,0.06859756097560976,0.0391260162601626,0.026422764227642278,0.03048780487804878,0.003048780487804878,0.009146341463414634,0.02184959349593496,0.010670731707317074,0.0040650406504065045,0.0010162601626016261,0,0,415,4.742168674698795,16.01923076923077,197.9984756097561
