Author,of,which,is,in,the,he,and,to,who,it,their,among,that,was,him,had,been,have,with,being,did,not,but,as,every,them,they,more,would,were,thus,by,for,upon,an,if,his,ye,my,our,from,your,shall,many,such,anything,each,shouldst,thyself,said,thou,thee,himself,hast,without,became,should,could,me,yet,man,then,some,or,we,what,will,her,out,no,make,these,lest,there,how,neither,abundance,therefore,because,may,notwithstanding,lord,all,ought,again,according,till,must,hence,are,shalt,where,once,much,whither,ever,god,now,throughout,into,let,thy,hath,one,other,also,do,forth,be,whom,say,when,like,than,those,whose,unto,o_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,g_percentage_use,y_percentage_use,w_percentage_use,i_percentage_use,c_percentage_use,s_percentage_use,m_percentage_use,p_percentage_use,r_percentage_use,z_percentage_use,d_percentage_use,n_percentage_use,a_percentage_use,x_percentage_use,k_percentage_use,v_percentage_use,b_percentage_use,u_percentage_use,j_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,18,7,1,10,34,3,14,9,3,3,9,1,4,7,1,3,2,3,4,2,1,1,1,2,2,3,2,2,1,2,3,1,2,3,2,1,1,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06871907641561298,0.020890599230346345,0.09235843870258384,0.06926882902693787,0.12699285321605278,0.030236393622869707,0.02473886750962067,0.015393073117097306,0.019791094007696537,0.07586586036283673,0.028037383177570093,0.06487080813633865,0.028037383177570093,0.02583837273227048,0.054425508521165476,0.0005497526113249038,0.03958218801539307,0.07036833424958769,0.07091808686091258,0.0010995052226498076,0.010995052226498075,0.012094557449147883,0.01594282572842221,0.028587135788894998,0.0005497526113249038,0.0005497526113249038,0,390,4.664102564102564,15.134615384615385,179.99670148433205
