Author,the,being,for,his,he,with,their,of,and,her,each,them,they,all,was,to,must,now,be,in,as,had,were,him,every,without,that,should,by,one,out,not,or,it,which,then,an,would,who,if,but,some,like,yet,upon,when,do,from,till,among,ought,shouldst,will,once,shalt,is,what,again,these,say,whom,hast,ye,than,have,into,other,those,we,where,thee,neither,throughout,lest,let,shall,there,been,may,our,therefore,make,hence,abundance,said,god,no,forth,became,himself,your,according,are,whose,thus,how,many,much,also,anything,thyself,notwithstanding,lord,could,such,did,because,more,me,thou,thy,my,unto,whither,ever,man,hath,a_percentage_use,o_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,c_percentage_use,d_percentage_use,y_percentage_use,f_percentage_use,r_percentage_use,b_percentage_use,i_percentage_use,g_percentage_use,p_percentage_use,j_percentage_use,u_percentage_use,w_percentage_use,v_percentage_use,m_percentage_use,l_percentage_use,q_percentage_use,k_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,38,1,4,17,5,12,4,18,17,3,2,4,4,3,4,10,1,1,1,3,1,3,2,4,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06770833333333333,0.06979166666666667,0.07708333333333334,0.096875,0.07395833333333333,0.14635416666666667,0.0640625,0.0234375,0.04375,0.015104166666666667,0.0265625,0.06458333333333334,0.009375,0.07395833333333333,0.013020833333333334,0.025,0.0015625,0.017708333333333333,0.017708333333333333,0.008333333333333333,0.030729166666666665,0.026041666666666668,0.0010416666666666667,0.0046875,0.0005208333333333333,0,0,408,4.705882352941177,15.788461538461538,182.99895833333332
