Author,to,their,and,with,all,the,of,them,they,which,will,for,as,these,were,must,now,his,who,in,that,it,was,where,there,out,being,by,but,not,many,without,or,into,became,be,have,such,upon,had,an,from,he,thus,each,other,thyself,anything,thou,shouldst,said,if,shall,thee,himself,hast,yet,should,could,ye,me,man,among,then,more,some,we,what,her,no,make,lest,how,neither,abundance,therefore,because,may,would,him,notwithstanding,our,lord,your,ought,again,according,been,every,till,hence,are,shalt,once,much,is,whither,ever,god,my,throughout,let,thy,hath,one,also,do,did,forth,whom,say,when,like,than,those,whose,unto,c_percentage_use,a_percentage_use,r_percentage_use,i_percentage_use,e_percentage_use,d_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,s_percentage_use,p_percentage_use,v_percentage_use,m_percentage_use,n_percentage_use,b_percentage_use,u_percentage_use,w_percentage_use,l_percentage_use,f_percentage_use,y_percentage_use,g_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,17,9,9,5,2,29,16,4,4,3,1,3,2,2,5,1,1,5,2,9,2,4,4,1,3,2,1,5,2,2,2,1,2,1,1,2,1,1,1,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02879177377892031,0.07300771208226221,0.06426735218508997,0.08431876606683805,0.12442159383033419,0.03598971722365039,0.10231362467866324,0.07557840616966581,0.061182519280205655,0.06375321336760925,0.02570694087403599,0.014395886889460155,0.02673521850899743,0.06632390745501285,0.012339331619537276,0.018508997429305913,0.018508997429305913,0.024678663239074552,0.02262210796915167,0.014395886889460155,0.013881748071979434,0.003084832904884319,0.008740359897172237,0.0005141388174807198,0.0010282776349614395,0,0,400,4.8625,15.5,178.98508997429306
