Author,is,our,to,and,him,without,for,say,they,we,have,the,of,into,their,are,by,that,in,being,it,must,therefore,be,but,other,as,should,he,from,with,out,was,some,where,had,when,were,all,an,would,which,his,who,make,upon,such,himself,one,them,thus,if,than,how,been,may,many,like,yet,hath,according,much,also,anything,do,thyself,those,now,till,among,ought,hence,notwithstanding,shouldst,will,lord,abundance,each,once,said,shalt,could,thee,god,did,what,no,or,neither,forth,because,throughout,again,lest,more,me,became,her,let,thou,thy,my,these,unto,whither,ever,shall,whom,hast,your,every,there,not,ye,then,man,whose,p_percentage_use,r_percentage_use,i_percentage_use,n_percentage_use,c_percentage_use,e_percentage_use,s_percentage_use,o_percentage_use,u_percentage_use,w_percentage_use,t_percentage_use,a_percentage_use,b_percentage_use,m_percentage_use,h_percentage_use,l_percentage_use,d_percentage_use,v_percentage_use,g_percentage_use,f_percentage_use,y_percentage_use,k_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,4,15,12,3,1,3,1,6,3,3,32,13,1,6,2,2,3,8,2,3,1,1,3,3,2,5,5,7,2,5,1,5,1,1,2,2,4,2,3,2,1,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02342529932326913,0.06454971369078605,0.05778240499739719,0.05830296720458095,0.032274856845393024,0.12649661634565332,0.061946902654867256,0.07183758459135867,0.028110359187922956,0.02030192608016658,0.09630400832899531,0.09057782404997397,0.01665799062988027,0.03331598125976054,0.06715252472670484,0.029672045809474232,0.04476834981780323,0.011452368558042686,0.01353461738677772,0.022384174908901613,0.012493492972410203,0.008328995314940135,0.003643935450286309,0.0005205622071837585,0.0005205622071837585,0,0,415,4.628915662650602,16.01923076923077,193.9963560645497
