Author,the,of,their,and,upon,these,they,some,but,in,which,is,it,for,to,with,or,as,have,there,are,who,by,all,out,must,not,no,among,them,many,man,would,if,that,like,yet,be,him,when,do,from,till,ought,shouldst,will,once,shalt,what,one,again,say,whom,hast,ye,than,were,into,had,other,those,was,we,where,thee,neither,throughout,lest,her,let,shall,then,been,his,may,our,therefore,make,hence,abundance,said,god,forth,without,became,himself,should,your,according,every,whose,thus,how,an,much,also,anything,he,thyself,now,being,notwithstanding,lord,each,could,such,did,because,more,me,thou,thy,my,unto,whither,ever,hath,t_percentage_use,a_percentage_use,i_percentage_use,n_percentage_use,s_percentage_use,h_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,r_percentage_use,l_percentage_use,g_percentage_use,y_percentage_use,d_percentage_use,c_percentage_use,p_percentage_use,u_percentage_use,m_percentage_use,b_percentage_use,w_percentage_use,v_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,34,33,15,22,1,3,10,3,3,10,5,3,1,3,6,3,4,5,3,2,5,2,3,2,1,1,1,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09764826175869121,0.07413087934560328,0.08077709611451943,0.0787321063394683,0.07822085889570553,0.054703476482617586,0.12985685071574643,0.08128834355828221,0.024028629856850715,0.06083844580777096,0.028118609406952964,0.019938650306748466,0.015848670756646217,0.031186094069529654,0.037321063394683024,0.023517382413087935,0.019938650306748466,0.02556237218813906,0.010736196319018405,0.010224948875255624,0.010224948875255624,0.002044989775051125,0.003067484662576687,0.0010224948875255625,0.0005112474437627812,0,0,408,4.794117647058823,16.057692307692307,193.99948875255623
