Author,should,to,the,and,in,their,them,into,of,was,these,were,had,each,now,for,with,every,they,whose,an,all,there,not,be,which,from,my,like,but,his,he,let,your,as,again,when,such,that,many,man,shall,who,became,upon,make,therefore,may,lord,till,being,where,whither,than,unto,shouldst,me,more,some,we,because,would,him,notwithstanding,our,once,much,is,ever,also,do,been,thyself,anything,said,if,have,without,ye,could,yet,or,what,it,neither,abundance,must,hence,are,god,thy,hath,one,other,forth,whom,those,thou,thee,himself,hast,among,then,will,her,out,no,lest,how,by,ought,according,shalt,throughout,did,thus,say,s_percentage_use,h_percentage_use,o_percentage_use,u_percentage_use,l_percentage_use,d_percentage_use,b_percentage_use,e_percentage_use,g_percentage_use,i_percentage_use,n_percentage_use,t_percentage_use,m_percentage_use,a_percentage_use,r_percentage_use,c_percentage_use,w_percentage_use,v_percentage_use,y_percentage_use,k_percentage_use,f_percentage_use,p_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,11,23,23,8,8,3,2,10,7,1,9,2,4,2,2,12,1,3,1,1,1,1,2,1,2,1,2,1,1,3,1,1,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06788793103448276,0.06465517241379311,0.07112068965517242,0.024245689655172414,0.02586206896551724,0.046875,0.01993534482758621,0.10991379310344827,0.016163793103448277,0.07273706896551724,0.07327586206896551,0.08135775862068965,0.029633620689655173,0.08836206896551724,0.07866379310344827,0.030711206896551723,0.028017241379310345,0.008620689655172414,0.014008620689655173,0.008620689655172414,0.017241379310344827,0.013469827586206896,0.0016163793103448276,0.0005387931034482759,0,0,0,394,4.710659898477157,17.5,164.99353448275863
