Author,the,thus,shall,not,in,their,be,but,of,his,then,and,he,which,could,to,from,other,all,such,was,when,with,him,what,they,are,my,an,forth,into,now,it,is,upon,that,we,will,or,for,our,being,were,should,as,many,anything,thyself,each,shouldst,said,if,thou,thee,who,himself,have,without,became,ye,yet,me,hast,man,among,more,some,her,out,no,them,make,had,these,lest,there,how,neither,abundance,therefore,by,because,may,would,notwithstanding,your,lord,ought,again,according,been,every,till,must,hence,shalt,where,once,much,whither,ever,god,throughout,let,thy,hath,one,also,do,did,whom,say,like,than,those,whose,unto,r_percentage_use,u_percentage_use,l_percentage_use,e_percentage_use,s_percentage_use,t_percentage_use,h_percentage_use,w_percentage_use,o_percentage_use,d_percentage_use,p_percentage_use,c_percentage_use,a_percentage_use,i_percentage_use,m_percentage_use,n_percentage_use,g_percentage_use,f_percentage_use,y_percentage_use,k_percentage_use,b_percentage_use,v_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,31,1,4,3,6,7,2,2,12,9,1,21,12,1,3,5,1,1,4,2,4,2,7,3,2,5,4,2,2,1,1,2,3,3,1,3,4,2,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06491499227202473,0.02575991756826378,0.04482225656877898,0.12982998454404945,0.07934054611025244,0.07985574446161772,0.06852138073158166,0.0211231324059763,0.07367336424523442,0.04276146316331788,0.02009273570324575,0.03194229778464709,0.0762493560020608,0.06491499227202473,0.027820710973724884,0.06594538897475528,0.01648634724368882,0.018031942297784646,0.01287995878413189,0.010303967027305513,0.013395157135497167,0.006697578567748583,0.0005151983513652757,0.0005151983513652757,0.0005151983513652757,0,0,427,4.5456674473067915,17.5,189.9969088098918
