Author,they,had,not,of,her,the,was,then,that,and,to,would,be,in,their,without,into,your,been,by,our,with,him,but,could,he,for,is,it,are,my,we,from,where,when,all,did,again,have,what,an,such,how,will,as,no,were,who,upon,them,many,anything,thyself,each,shouldst,said,if,thou,shall,thee,himself,hast,yet,became,should,ye,me,man,among,more,some,or,out,make,these,lest,there,neither,abundance,therefore,which,because,may,notwithstanding,lord,ought,according,every,till,being,must,hence,shalt,once,much,whither,ever,god,now,throughout,let,thy,hath,one,other,also,do,thus,forth,his,whom,say,like,than,those,whose,unto,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,a_percentage_use,d_percentage_use,l_percentage_use,f_percentage_use,c_percentage_use,n_percentage_use,o_percentage_use,i_percentage_use,g_percentage_use,r_percentage_use,s_percentage_use,m_percentage_use,u_percentage_use,w_percentage_use,p_percentage_use,k_percentage_use,b_percentage_use,v_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,5,3,4,16,5,27,7,2,4,15,14,1,2,6,7,1,1,2,1,3,6,2,2,1,1,4,3,2,4,1,4,7,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09051014810751508,0.0575973669775096,0.13439385628085573,0.02303894679100384,0.07515085024684585,0.044432254525507406,0.038946791003839826,0.02303894679100384,0.025233132199670872,0.07734503565551289,0.07679648930334614,0.06527701590784421,0.016456390565002744,0.05924300603400987,0.05485463521667581,0.03236423477783873,0.030718595721338452,0.017004936917169502,0.02029621503017005,0.007131102578167855,0.01151947339550192,0.01151947339550192,0.0021941854086670325,0.0016456390565002743,0,0,0,403,4.523573200992556,15.634615384615385,186.996708721887
