Author,with,to,and,man,who,had,ever,him,in,the,he,then,an,which,them,that,of,by,or,their,for,was,much,but,it,must,be,they,his,all,from,could,among,more,not,how,there,into,were,now,such,each,shall,became,upon,make,therefore,may,lord,till,being,where,whither,let,as,like,than,unto,shouldst,me,some,we,because,would,notwithstanding,our,once,is,my,also,do,when,whose,been,many,anything,thyself,said,if,have,without,should,ye,yet,what,these,neither,abundance,every,hence,are,god,thy,hath,one,other,forth,whom,those,thou,thee,himself,hast,will,her,out,no,lest,your,ought,again,according,shalt,throughout,did,thus,say,s_percentage_use,h_percentage_use,o_percentage_use,r_percentage_use,t_percentage_use,i_percentage_use,m_percentage_use,e_percentage_use,a_percentage_use,b_percentage_use,l_percentage_use,d_percentage_use,c_percentage_use,w_percentage_use,p_percentage_use,n_percentage_use,q_percentage_use,u_percentage_use,y_percentage_use,v_percentage_use,f_percentage_use,k_percentage_use,g_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,5,14,26,1,2,9,1,1,7,31,8,3,2,2,4,3,13,3,1,6,3,8,1,3,1,1,1,3,4,2,1,1,2,3,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056084656084656084,0.061375661375661375,0.0656084656084656,0.06878306878306878,0.09841269841269841,0.0671957671957672,0.025925925925925925,0.1259259259259259,0.08888888888888889,0.014285714285714285,0.033862433862433865,0.0455026455026455,0.035449735449735446,0.016931216931216932,0.022222222222222223,0.07142857142857142,0.0010582010582010583,0.028042328042328042,0.01164021164021164,0.01164021164021164,0.019576719576719578,0.004232804232804233,0.015873015873015872,0.0010582010582010583,0.0015873015873015873,0.0005291005291005291,0,394,4.7969543147208125,15.173076923076923,184.99312169312168
