Author,to,the,with,their,thus,and,in,of,which,an,as,had,by,all,was,no,but,into,could,be,not,his,much,himself,they,must,then,were,there,now,should,that,lest,when,what,if,would,some,like,yet,upon,him,do,from,till,among,ought,shouldst,will,once,shalt,is,one,again,these,say,for,whom,hast,out,ye,than,have,other,those,who,we,where,thee,neither,throughout,her,let,them,shall,been,may,our,therefore,make,hence,abundance,said,god,forth,without,became,your,according,every,are,whose,how,many,also,anything,he,thyself,it,being,notwithstanding,lord,each,such,did,or,because,more,me,thou,thy,my,unto,whither,ever,man,hath,t_percentage_use,o_percentage_use,h_percentage_use,e_percentage_use,f_percentage_use,r_percentage_use,a_percentage_use,b_percentage_use,u_percentage_use,s_percentage_use,v_percentage_use,n_percentage_use,d_percentage_use,w_percentage_use,i_percentage_use,l_percentage_use,m_percentage_use,c_percentage_use,p_percentage_use,y_percentage_use,k_percentage_use,g_percentage_use,z_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,12,49,4,10,1,15,8,23,3,3,6,6,3,4,3,1,5,1,1,1,2,3,1,1,4,1,1,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10362966859547607,0.067859021567596,0.067859021567596,0.13098369279326671,0.02524986849026828,0.0631246712256707,0.0778537611783272,0.013677012098895318,0.021041557075223566,0.060494476591267755,0.013677012098895318,0.07417148869016307,0.047869542346133616,0.015255128879537085,0.06891109942135717,0.035244608100999476,0.021567596002104155,0.03208837453971594,0.01841136244082062,0.016307206733298264,0.003682272488164124,0.014203051025775907,0.0021041557075223566,0.003156233561283535,0,0,0,402,4.7288557213930345,15.596153846153847,184.99842188321935
