Author,the,if,it,should,to,more,be,and,his,their,with,of,who,had,in,when,that,been,for,from,each,without,where,was,they,as,many,them,what,could,then,into,upon,which,were,must,now,some,such,all,these,or,would,but,like,yet,him,do,till,among,ought,shouldst,will,once,shalt,is,one,again,say,whom,hast,out,ye,than,have,other,those,we,thee,neither,by,throughout,lest,her,let,shall,there,not,may,our,therefore,make,hence,abundance,said,god,no,forth,became,himself,your,according,every,are,whose,thus,how,an,much,also,anything,he,thyself,being,notwithstanding,lord,did,because,me,thou,thy,my,unto,whither,ever,man,hath,t_percentage_use,h_percentage_use,e_percentage_use,d_percentage_use,r_percentage_use,a_percentage_use,f_percentage_use,u_percentage_use,l_percentage_use,c_percentage_use,m_percentage_use,i_percentage_use,s_percentage_use,o_percentage_use,n_percentage_use,g_percentage_use,w_percentage_use,b_percentage_use,q_percentage_use,v_percentage_use,y_percentage_use,p_percentage_use,k_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,35,2,3,3,8,1,2,25,1,13,8,19,2,7,8,1,2,1,3,2,2,1,1,2,9,3,3,6,1,1,5,1,3,1,7,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08987090367428004,0.07199602780536246,0.15143992055610725,0.060079443892750745,0.07199602780536246,0.06305858987090368,0.03028798411122145,0.0253227408142999,0.025819265143992055,0.022840119165839126,0.028798411122144985,0.0660377358490566,0.05362462760675273,0.07100297914597815,0.06355511420059583,0.01787487586891758,0.020854021847070508,0.013406156901688183,0.0004965243296921549,0.00893743793445879,0.012413108242303872,0.015392254220456803,0.0019860973187686196,0.0014895729890764648,0.0009930486593843098,0,0,427,4.716627634660422,16.5,201.98957298907646
