Author,of,which,the,and,in,to,thou,must,that,was,once,by,where,now,many,hath,been,have,these,my,will,but,what,with,we,should,are,an,is,if,or,every,our,would,for,from,who,shall,then,be,more,may,they,than,there,thy,thee,shalt,it,him,thus,how,were,his,some,like,upon,yet,into,therefore,much,when,also,had,anything,do,other,make,those,he,thyself,till,among,being,ought,hence,notwithstanding,shouldst,their,lord,abundance,each,all,said,as,could,god,such,did,no,one,neither,forth,because,throughout,without,again,lest,me,became,her,let,himself,say,unto,whither,them,ever,whom,hast,your,according,out,not,ye,man,whose,o_percentage_use,f_percentage_use,a_percentage_use,m_percentage_use,e_percentage_use,r_percentage_use,i_percentage_use,c_percentage_use,w_percentage_use,h_percentage_use,x_percentage_use,t_percentage_use,n_percentage_use,d_percentage_use,s_percentage_use,l_percentage_use,g_percentage_use,k_percentage_use,p_percentage_use,y_percentage_use,b_percentage_use,u_percentage_use,v_percentage_use,z_percentage_use,q_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,16,3,23,11,3,8,4,1,6,1,1,5,1,2,1,1,3,3,1,4,7,3,1,3,1,3,2,2,2,2,2,1,2,1,2,1,2,1,2,3,4,1,1,2,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06996904024767801,0.022910216718266253,0.08173374613003095,0.025386996904024767,0.11640866873065016,0.06191950464396285,0.07306501547987616,0.02414860681114551,0.019814241486068113,0.06068111455108359,0.0043343653250774,0.11207430340557276,0.06873065015479876,0.03591331269349845,0.05263157894736842,0.04024767801857585,0.010526315789473684,0.0037151702786377707,0.02043343653250774,0.022910216718266253,0.019814241486068113,0.030959752321981424,0.01238390092879257,0.0006191950464396285,0.001238390092879257,0,0,343,4.708454810495627,13.48076923076923,158.99256965944272
