Author,of,like,and,in,the,our,is,are,they,have,that,shall,my,your,will,to,whose,not,by,with,we,their,be,into,now,all,he,said,no,more,one,then,them,each,his,were,man,had,from,as,thus,which,for,if,than,how,been,an,may,would,many,but,some,yet,upon,him,therefore,according,much,when,also,anything,do,other,make,those,thyself,there,till,among,who,it,ought,being,hence,notwithstanding,shouldst,lord,abundance,was,once,could,shalt,thee,where,god,what,such,did,or,neither,forth,because,must,throughout,without,again,lest,me,became,her,let,himself,thou,thy,these,say,should,unto,whither,ever,whom,hast,every,out,ye,hath,o_percentage_use,f_percentage_use,g_percentage_use,l_percentage_use,r_percentage_use,y_percentage_use,i_percentage_use,k_percentage_use,e_percentage_use,s_percentage_use,u_percentage_use,n_percentage_use,a_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,m_percentage_use,v_percentage_use,c_percentage_use,j_percentage_use,p_percentage_use,w_percentage_use,b_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,16,2,19,7,23,6,2,2,7,3,5,5,2,2,7,12,1,4,5,2,8,11,1,1,1,1,2,1,1,1,1,1,5,2,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08959537572254335,0.02023121387283237,0.01676300578034682,0.042196531791907514,0.07052023121387284,0.014450867052023121,0.061849710982658956,0.008092485549132947,0.1260115606936416,0.05491329479768786,0.028323699421965318,0.06878612716763005,0.07398843930635839,0.046242774566473986,0.07976878612716763,0.05838150289017341,0.032947976878612714,0.01676300578034682,0.026589595375722544,0.0023121387283236996,0.015028901734104046,0.024277456647398842,0.018497109826589597,0.0023121387283236996,0.0005780346820809249,0,0,390,4.435897435897436,15.173076923076923,182.9994219653179
