Author,may,then,an,and,them,with,as,much,would,many,by,the,when,they,are,not,such,will,be,from,their,shall,to,your,being,his,it,into,did,but,which,of,he,was,that,all,had,in,been,for,himself,than,no,him,where,were,whom,make,should,without,thus,if,how,have,some,our,like,yet,upon,according,therefore,also,anything,do,other,thyself,those,there,now,till,among,who,ought,hence,notwithstanding,shouldst,lord,abundance,each,once,said,shalt,could,is,we,thee,god,what,one,or,neither,forth,because,must,throughout,again,lest,more,me,became,her,let,thou,thy,my,these,say,unto,whither,ever,man,hast,every,out,ye,hath,whose,r_percentage_use,o_percentage_use,y_percentage_use,u_percentage_use,m_percentage_use,a_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,n_percentage_use,b_percentage_use,i_percentage_use,s_percentage_use,v_percentage_use,c_percentage_use,d_percentage_use,w_percentage_use,f_percentage_use,l_percentage_use,p_percentage_use,k_percentage_use,g_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,3,2,10,4,5,6,1,1,1,4,26,3,7,1,8,1,1,3,4,5,1,22,2,1,12,1,3,1,4,2,8,10,6,4,1,9,6,1,1,2,1,1,5,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06490765171503958,0.07757255936675461,0.02058047493403694,0.03007915567282322,0.03852242744063324,0.07862796833773088,0.09762532981530343,0.0712401055408971,0.11662269129287599,0.07018469656992084,0.0158311345646438,0.0733509234828496,0.052770448548812667,0.0079155672823219,0.02849604221635884,0.04327176781002638,0.017941952506596307,0.02058047493403694,0.02691292875989446,0.02163588390501319,0.005804749340369393,0.01424802110817942,0.0015831134564643799,0.0010554089709762533,0.0010554089709762533,0.0005277044854881266,0,417,4.5443645083932855,16.134615384615383,211.99894459102902
