Author,which,have,been,for,your,will,then,be,to,in,the,of,his,and,with,among,who,as,is,not,but,him,he,was,by,their,were,from,like,they,when,man,what,into,we,it,our,that,them,or,one,there,are,many,thyself,such,anything,each,shouldst,said,if,thou,shall,thee,himself,hast,without,became,should,could,me,ye,yet,more,some,upon,her,out,no,make,had,these,lest,how,neither,abundance,therefore,because,may,would,notwithstanding,lord,all,ought,again,according,every,till,being,must,hence,shalt,where,once,much,whither,ever,god,now,my,throughout,let,thy,hath,other,also,do,did,thus,forth,an,whom,say,than,those,whose,unto,m_percentage_use,e_percentage_use,n_percentage_use,t_percentage_use,s_percentage_use,w_percentage_use,h_percentage_use,i_percentage_use,c_percentage_use,a_percentage_use,v_percentage_use,b_percentage_use,r_percentage_use,f_percentage_use,o_percentage_use,y_percentage_use,u_percentage_use,k_percentage_use,l_percentage_use,j_percentage_use,d_percentage_use,p_percentage_use,g_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,7,3,1,1,3,2,2,2,7,4,30,19,9,14,4,1,4,3,7,1,2,5,8,6,2,5,2,4,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809523809523808,0.12719298245614036,0.06892230576441102,0.09210526315789473,0.06203007518796992,0.02568922305764411,0.06954887218045112,0.08020050125313283,0.03634085213032581,0.07205513784461152,0.010025062656641603,0.015037593984962405,0.06954887218045112,0.02568922305764411,0.07393483709273183,0.012531328320802004,0.018170426065162906,0.008145363408521303,0.02756892230576441,0.0012531328320802004,0.040100250626566414,0.018796992481203006,0.017543859649122806,0.003132832080200501,0,0,0,342,4.666666666666667,13.384615384615385,177.99937343358397
