Author,the,of,there,are,an,as,was,and,those,who,in,to,from,it,had,which,me,be,but,much,by,that,could,not,with,may,my,when,were,for,one,being,upon,would,they,such,each,shall,became,man,make,therefore,lord,till,where,whither,let,like,than,unto,shouldst,more,some,we,them,because,him,notwithstanding,our,all,once,is,ever,also,do,whose,been,many,anything,thyself,said,if,have,without,should,ye,yet,he,or,what,these,neither,abundance,every,must,hence,god,now,thy,hath,other,forth,his,whom,thou,their,thee,himself,hast,among,then,will,her,out,no,lest,how,your,ought,again,according,shalt,throughout,into,did,thus,say,n_percentage_use,e_percentage_use,a_percentage_use,r_percentage_use,t_percentage_use,h_percentage_use,w_percentage_use,s_percentage_use,b_percentage_use,k_percentage_use,o_percentage_use,f_percentage_use,c_percentage_use,u_percentage_use,g_percentage_use,i_percentage_use,v_percentage_use,m_percentage_use,l_percentage_use,d_percentage_use,j_percentage_use,p_percentage_use,x_percentage_use,y_percentage_use,z_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,26,17,1,1,3,2,6,16,1,1,9,12,3,9,2,4,2,3,4,1,2,10,1,1,8,1,4,3,2,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07525083612040134,0.12430323299888517,0.08918617614269789,0.05741360089186176,0.11371237458193979,0.05239687848383501,0.022853957636566332,0.051839464882943144,0.01560758082497213,0.002787068004459309,0.06633221850613155,0.028428093645484948,0.03177257525083612,0.021181716833890748,0.01282051282051282,0.0802675585284281,0.010590858416945374,0.021181716833890748,0.026755852842809364,0.046822742474916385,0.0016722408026755853,0.01839464882943144,0.004459308807134894,0.016722408026755852,0.0005574136008918618,0.0011148272017837235,0,415,4.32289156626506,16.25,163.99442586399107
