Author,to,the,of,what,have,my,and,him,me,into,whither,shall,your,will,his,we,be,there,as,no,when,with,in,than,could,say,more,her,every,was,he,now,for,their,upon,one,but,that,should,do,himself,an,not,much,would,each,them,these,are,whom,ever,many,such,anything,thyself,shouldst,said,if,thou,thee,who,hast,without,became,ye,yet,man,among,then,some,or,out,make,had,from,lest,it,were,how,neither,abundance,therefore,which,they,by,because,may,notwithstanding,our,lord,all,ought,again,according,been,till,being,must,hence,shalt,where,once,is,god,throughout,let,thy,hath,other,also,did,thus,forth,like,those,whose,unto,h_percentage_use,o_percentage_use,n_percentage_use,u_percentage_use,r_percentage_use,t_percentage_use,e_percentage_use,d_percentage_use,s_percentage_use,c_percentage_use,a_percentage_use,f_percentage_use,g_percentage_use,l_percentage_use,b_percentage_use,k_percentage_use,w_percentage_use,i_percentage_use,v_percentage_use,m_percentage_use,y_percentage_use,p_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,10,24,14,2,1,10,11,2,2,2,1,3,5,6,9,1,3,1,3,1,2,7,1,2,1,1,2,1,1,3,8,1,3,1,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677052127022169,0.07908927501497903,0.06411024565608149,0.02456560814859197,0.06470940683043738,0.08268424206111444,0.1348112642300779,0.03834631515877771,0.0683043738765728,0.026363091671659677,0.0695026962252846,0.02816057519472738,0.014979029358897543,0.04134212103055722,0.009586578789694428,0.002396644697423607,0.019772318753744758,0.05991611743559017,0.006590772917914919,0.0329538645895746,0.02396644697423607,0.022168963451168363,0.0017974835230677051,0.002396644697423607,0.0011983223487118035,0,0,367,4.547683923705722,14.326923076923077,166.98741761533853
