Author,hence,they,must,be,such,as,his,for,he,is,by,which,and,himself,upon,it,into,the,no,that,of,had,him,when,these,was,to,if,did,in,an,but,not,my,shall,whom,being,yet,much,would,some,should,with,were,could,then,all,them,man,their,thus,than,how,been,may,have,many,our,like,hath,according,therefore,also,anything,do,other,make,those,thyself,from,there,now,till,among,who,ought,notwithstanding,shouldst,will,lord,abundance,each,once,said,shalt,we,where,thee,what,god,one,or,neither,forth,because,throughout,without,again,lest,more,me,became,her,let,thou,thy,say,unto,whither,ever,your,hast,every,out,ye,are,whose,h_percentage_use,e_percentage_use,n_percentage_use,c_percentage_use,i_percentage_use,o_percentage_use,l_percentage_use,u_percentage_use,d_percentage_use,t_percentage_use,y_percentage_use,m_percentage_use,s_percentage_use,b_percentage_use,f_percentage_use,a_percentage_use,r_percentage_use,p_percentage_use,g_percentage_use,w_percentage_use,v_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,1,1,4,2,5,12,1,17,4,5,5,25,2,1,2,1,22,2,8,17,3,6,2,1,7,10,1,1,9,1,2,4,2,1,1,1,1,1,1,1,1,5,4,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05772005772005772,0.12265512265512266,0.08273208273208273,0.03318903318903319,0.07888407888407889,0.06012506012506012,0.037999037999038,0.030784030784030785,0.04858104858104858,0.08561808561808562,0.019721019721019722,0.02837902837902838,0.06301106301106302,0.014911014911014911,0.025974025974025976,0.08513708513708514,0.047619047619047616,0.01827801827801828,0.020202020202020204,0.01827801827801828,0.00962000962000962,0.003848003848003848,0.002886002886002886,0.001924001924001924,0.001443001443001443,0,0,432,4.8125,16.673076923076923,215.999518999519
