Author,our,in,it,is,their,to,and,will,but,of,which,all,the,we,must,from,like,them,without,or,that,my,be,with,your,for,they,are,forth,let,then,thus,one,he,by,where,was,as,had,an,her,were,his,into,such,each,shall,who,became,man,upon,make,therefore,may,lord,till,being,whither,than,unto,shouldst,me,more,some,because,would,him,notwithstanding,once,much,ever,also,do,when,whose,been,many,anything,thyself,said,if,have,yet,should,could,ye,what,these,there,neither,abundance,every,hence,god,now,thy,hath,other,whom,those,thou,thee,himself,hast,among,out,no,lest,how,ought,again,according,not,shalt,throughout,did,say,l_percentage_use,a_percentage_use,y_percentage_use,o_percentage_use,u_percentage_use,r_percentage_use,c_percentage_use,n_percentage_use,t_percentage_use,i_percentage_use,s_percentage_use,w_percentage_use,h_percentage_use,e_percentage_use,p_percentage_use,g_percentage_use,f_percentage_use,m_percentage_use,v_percentage_use,d_percentage_use,b_percentage_use,x_percentage_use,k_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,15,8,2,2,9,15,16,9,1,9,5,4,24,4,2,1,3,2,1,3,2,1,2,5,1,2,3,1,1,1,1,1,1,4,2,1,1,4,1,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04190981432360743,0.08328912466843501,0.015915119363395226,0.06790450928381962,0.026525198938992044,0.07639257294429708,0.02546419098143236,0.06525198938992043,0.08541114058355438,0.07320954907161804,0.06631299734748011,0.022281167108753316,0.054641909814323604,0.1363395225464191,0.01856763925729443,0.016976127320954906,0.02546419098143236,0.02440318302387268,0.01273209549071618,0.04084880636604774,0.01220159151193634,0.003183023872679045,0.004244031830238726,0,0,0,0,417,4.520383693045564,16.153846153846153,181.99946949602122
