Author,when,had,to,the,of,and,he,his,who,make,for,forth,all,them,in,their,were,by,out,himself,was,with,which,such,that,upon,him,my,from,your,but,is,will,they,have,our,it,we,her,like,into,because,or,no,as,been,thus,if,than,how,an,may,would,many,some,hath,yet,be,according,therefore,much,man,also,anything,do,other,thyself,those,now,till,among,being,ought,hence,notwithstanding,shouldst,lord,abundance,each,once,said,shalt,could,thee,where,god,what,did,one,neither,must,throughout,without,again,lest,more,me,became,let,thou,thy,these,say,should,unto,whither,shall,whom,hast,ever,every,there,not,ye,then,are,whose,w_percentage_use,h_percentage_use,e_percentage_use,n_percentage_use,l_percentage_use,a_percentage_use,b_percentage_use,c_percentage_use,o_percentage_use,d_percentage_use,p_percentage_use,r_percentage_use,s_percentage_use,t_percentage_use,m_percentage_use,f_percentage_use,k_percentage_use,u_percentage_use,i_percentage_use,g_percentage_use,v_percentage_use,y_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,2,3,16,33,20,16,6,15,1,1,2,1,4,2,7,3,4,2,1,1,7,4,2,2,2,1,2,1,1,1,3,1,1,2,2,4,3,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023613399231191653,0.06260296540362438,0.13234486545853927,0.06699615595826469,0.034047226798462386,0.07797913234486546,0.016474464579901153,0.030752333882482153,0.07413509060955518,0.03844041735310269,0.02086765513454146,0.06315211422295441,0.0686436024162548,0.085667215815486,0.026908292147171883,0.023064250411861616,0.006589785831960461,0.025260845689181768,0.07468423942888523,0.015376166941241077,0.012081274025260845,0.015376166941241077,0.002196595277320154,0.0016474464579901153,0.0005491488193300384,0,0,400,4.5525,15.538461538461538,190.99945085118068
