Author,of,the,their,they,them,to,which,had,been,in,and,some,but,as,was,with,his,that,being,thus,there,now,make,by,no,did,not,himself,upon,were,many,say,have,are,we,should,from,how,be,will,who,an,for,each,it,neither,or,one,what,must,if,than,may,would,our,like,yet,him,into,therefore,according,much,when,also,anything,do,other,he,those,thyself,till,among,ought,hence,notwithstanding,shouldst,lord,abundance,once,all,shalt,said,is,could,thee,where,god,such,because,forth,throughout,without,again,lest,more,me,became,her,let,thou,thy,my,these,unto,whither,ever,shall,whom,hast,your,every,out,man,ye,then,hath,whose,o_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,n_percentage_use,u_percentage_use,s_percentage_use,i_percentage_use,r_percentage_use,m_percentage_use,y_percentage_use,w_percentage_use,v_percentage_use,p_percentage_use,d_percentage_use,l_percentage_use,a_percentage_use,b_percentage_use,k_percentage_use,g_percentage_use,x_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,16,40,11,7,3,11,6,7,1,7,10,1,4,4,6,8,2,4,2,1,2,2,1,3,1,1,3,1,1,3,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665258711721225,0.01900739176346357,0.0955649419218585,0.07708553326293559,0.13463569165786696,0.022175290390707498,0.0665258711721225,0.02587117212249208,0.0617740232312566,0.0665258711721225,0.06705385427666315,0.028511087645195353,0.01795142555438226,0.02375923970432946,0.011615628299894404,0.010559662090813094,0.05332629355860612,0.02587117212249208,0.07866948257655755,0.020591341077085535,0.004751847940865892,0.017423442449841606,0.0021119324181626186,0.0005279831045406547,0.0005279831045406547,0.0005279831045406547,0,412,4.597087378640777,15.961538461538462,194.99947201689545
