Author,to,her,in,his,with,and,make,the,of,more,he,for,but,it,that,should,thus,which,would,into,was,him,not,is,by,as,from,being,whom,other,say,those,when,or,had,they,were,one,all,have,said,will,be,if,my,must,what,your,upon,like,than,how,been,an,may,many,some,our,hath,yet,according,therefore,much,also,anything,do,thyself,there,now,till,among,who,ought,hence,notwithstanding,shouldst,their,lord,abundance,each,once,could,shalt,we,where,thee,god,no,such,did,neither,forth,because,throughout,without,again,lest,me,became,let,himself,thou,thy,these,unto,whither,them,ever,shall,man,hast,every,out,ye,then,are,whose,r_percentage_use,e_percentage_use,n_percentage_use,w_percentage_use,d_percentage_use,t_percentage_use,v_percentage_use,i_percentage_use,o_percentage_use,l_percentage_use,y_percentage_use,s_percentage_use,f_percentage_use,x_percentage_use,h_percentage_use,m_percentage_use,a_percentage_use,g_percentage_use,p_percentage_use,k_percentage_use,c_percentage_use,u_percentage_use,b_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,14,9,11,8,10,12,1,23,20,1,9,3,1,5,8,1,1,3,2,1,7,1,3,3,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,3,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05506030414263241,0.1274252753015207,0.06764551651809124,0.022548505506030415,0.041426324069218666,0.09334032511798637,0.01048767697954903,0.07970634504457262,0.07918196119559517,0.029889879391714735,0.0173046670162559,0.07865757734661773,0.025170424750917672,0.0036706869428421605,0.05925537493445202,0.026219192448872573,0.07498689040377557,0.012060828526481384,0.028841111693759833,0.0047194546407970635,0.02779234399580493,0.02097535395909806,0.008914525432616675,0.0005243838489774515,0.001048767697954903,0,0,429,4.445221445221446,16.615384615384617,193.99685369690613
