Author,and,not,to,his,than,the,of,shall,he,with,every,which,will,your,her,as,no,in,but,when,it,was,have,that,had,been,then,for,these,were,all,an,my,from,me,do,be,because,them,they,are,is,being,god,or,each,other,by,say,make,notwithstanding,yet,their,man,therefore,those,such,more,out,one,if,now,thus,how,may,would,many,some,our,into,like,upon,him,much,also,anything,thyself,till,among,who,ought,hence,shouldst,lord,abundance,once,said,shalt,could,we,where,thee,what,did,neither,forth,must,throughout,without,again,lest,became,let,himself,thou,thy,unto,should,whither,ever,whom,hast,according,there,ye,hath,whose,b_percentage_use,r_percentage_use,o_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,x_percentage_use,p_percentage_use,s_percentage_use,i_percentage_use,w_percentage_use,l_percentage_use,f_percentage_use,y_percentage_use,u_percentage_use,c_percentage_use,q_percentage_use,m_percentage_use,v_percentage_use,g_percentage_use,z_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,42,5,42,9,2,58,45,1,6,10,3,9,2,4,2,10,4,25,6,2,12,4,7,16,3,2,1,11,1,1,2,4,10,3,3,1,7,2,2,2,6,6,3,2,2,1,1,4,1,2,2,2,4,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018531387537641882,0.059763724808895066,0.07157748436414177,0.10030113504748668,0.052582812138058835,0.12045401899467223,0.07806347000231642,0.0817697475098448,0.03868427148482743,0.0032429928190873293,0.016214964095436647,0.05489923558026407,0.08779244845957841,0.01667824878387769,0.028723650683344915,0.02524901552003706,0.015520037062775075,0.024785730831596017,0.029418577716006485,0.001853138753764188,0.027565438962242297,0.015056752374334029,0.018763029881862403,0.000926569376882094,0.0046328468844104706,0.0025480657864257587,0,959,4.5015641293013555,16.338983050847457,428.9955987954598
