Author,of,the,all,were,from,but,with,such,in,that,and,had,their,every,was,by,yet,not,to,other,they,is,his,or,once,each,which,are,him,make,for,he,as,if,one,must,being,than,where,more,among,an,hence,there,her,no,did,many,anything,thyself,thou,shouldst,said,shall,thee,who,himself,have,without,became,should,could,me,ye,man,hast,then,some,upon,we,what,will,out,them,these,lest,it,how,neither,abundance,therefore,because,may,would,notwithstanding,your,our,lord,ought,again,according,been,till,shalt,much,whither,ever,god,now,my,throughout,into,let,thy,hath,also,do,thus,forth,be,whom,say,when,like,those,whose,unto,o_percentage_use,u_percentage_use,s_percentage_use,a_percentage_use,g_percentage_use,e_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,n_percentage_use,i_percentage_use,l_percentage_use,w_percentage_use,r_percentage_use,v_percentage_use,m_percentage_use,b_percentage_use,c_percentage_use,p_percentage_use,x_percentage_use,d_percentage_use,y_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,17,31,1,10,1,2,8,3,7,3,22,4,6,1,5,2,2,7,10,1,4,4,1,2,1,3,2,5,1,1,4,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06548856548856549,0.028586278586278588,0.059771309771309775,0.08056133056133057,0.014033264033264034,0.14085239085239085,0.02494802494802495,0.10031185031185032,0.057172557172557176,0.06548856548856549,0.06600831600831601,0.034303534303534305,0.02546777546777547,0.06912681912681913,0.010395010395010396,0.01975051975051975,0.009355509355509356,0.029625779625779627,0.029106029106029108,0.005197505197505198,0.036382536382536385,0.017671517671517672,0.004677754677754678,0.0031185031185031187,0.0005197505197505198,0.0015592515592515593,0,423,4.548463356973995,16.384615384615383,192.99948024948026
