Author,when,these,with,their,had,all,the,them,to,they,and,were,in,then,by,his,himself,of,he,being,was,such,which,him,that,upon,thus,an,it,is,now,one,man,ever,have,been,our,who,will,her,into,we,if,would,but,every,are,as,from,should,not,shall,be,many,anything,for,each,shouldst,thyself,said,thou,thee,hast,without,became,could,ye,me,yet,among,more,some,or,what,out,no,make,lest,there,how,neither,abundance,therefore,because,may,notwithstanding,your,lord,ought,again,according,till,must,hence,shalt,where,once,much,whither,god,my,throughout,let,thy,hath,other,also,do,did,forth,whom,say,like,than,those,whose,unto,w_percentage_use,h_percentage_use,e_percentage_use,n_percentage_use,t_percentage_use,s_percentage_use,k_percentage_use,i_percentage_use,g_percentage_use,r_percentage_use,f_percentage_use,o_percentage_use,c_percentage_use,a_percentage_use,d_percentage_use,l_percentage_use,v_percentage_use,m_percentage_use,p_percentage_use,b_percentage_use,y_percentage_use,u_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,2,2,6,3,1,3,24,4,5,2,21,3,6,1,2,14,2,17,9,2,4,1,2,3,9,1,1,1,1,5,2,1,2,1,3,3,11,2,3,1,1,4,1,1,2,1,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02608695652173913,0.0710997442455243,0.12736572890025574,0.06956521739130435,0.08184143222506395,0.06854219948849105,0.005115089514066497,0.0721227621483376,0.020971867007672635,0.0649616368286445,0.022506393861892585,0.0721227621483376,0.02608695652173913,0.07468030690537085,0.047058823529411764,0.03324808184143223,0.01381074168797954,0.02762148337595908,0.016368286445012786,0.01381074168797954,0.01329923273657289,0.028132992327365727,0.0020460358056265983,0.0010230179028132991,0.0005115089514066496,0,0,421,4.643705463182898,16.26923076923077,207.0
