Author,and,the,of,who,was,his,to,as,no,other,for,them,but,or,when,him,he,upon,with,more,than,from,thus,whose,an,every,that,had,what,could,have,been,not,thou,hast,me,should,thy,in,into,such,like,each,their,being,my,her,our,which,shall,be,your,there,it,will,now,many,anything,thyself,shouldst,said,if,thee,himself,without,became,ye,yet,man,among,then,some,we,out,make,these,lest,were,how,neither,abundance,therefore,they,by,because,may,would,notwithstanding,lord,all,ought,again,according,till,must,hence,are,shalt,where,once,much,whither,is,ever,god,throughout,let,hath,one,also,do,did,forth,whom,say,those,unto,s_percentage_use,t_percentage_use,r_percentage_use,e_percentage_use,n_percentage_use,g_percentage_use,h_percentage_use,a_percentage_use,d_percentage_use,v_percentage_use,l_percentage_use,o_percentage_use,u_percentage_use,i_percentage_use,c_percentage_use,m_percentage_use,f_percentage_use,b_percentage_use,w_percentage_use,y_percentage_use,p_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,22,25,13,3,5,12,8,3,2,2,4,2,2,1,1,7,8,2,7,4,3,3,1,2,1,1,4,1,1,2,2,2,1,1,1,1,1,1,3,3,1,1,1,1,2,3,1,1,2,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056016597510373446,0.07987551867219916,0.0679460580912863,0.12033195020746888,0.06742738589211618,0.01867219917012448,0.07468879668049792,0.0803941908713693,0.04979253112033195,0.009854771784232365,0.044087136929460584,0.07157676348547717,0.026452282157676348,0.06639004149377593,0.0254149377593361,0.03630705394190872,0.023858921161825725,0.021784232365145227,0.021265560165975105,0.01867219917012448,0.012448132780082987,0.00466804979253112,0.001037344398340249,0.0005186721991701245,0.0005186721991701245,0,0,421,4.57957244655582,16.28846153846154,195.0
