Author,their,they,would,it,into,the,of,and,for,was,with,every,which,were,in,these,upon,them,such,as,have,to,one,make,there,be,no,or,all,is,but,had,being,more,than,from,much,my,that,are,each,shall,who,became,man,therefore,may,lord,till,where,whither,let,like,unto,shouldst,me,some,we,because,him,notwithstanding,our,once,ever,also,do,an,when,whose,been,many,anything,thyself,said,if,without,should,could,ye,yet,he,what,neither,abundance,must,hence,god,now,thy,hath,other,forth,his,whom,those,thou,thee,himself,hast,among,then,will,her,out,lest,how,by,your,ought,again,according,not,shalt,throughout,did,thus,say,h_percentage_use,a_percentage_use,r_percentage_use,d_percentage_use,e_percentage_use,n_percentage_use,i_percentage_use,g_percentage_use,t_percentage_use,o_percentage_use,y_percentage_use,w_percentage_use,u_percentage_use,l_percentage_use,c_percentage_use,v_percentage_use,s_percentage_use,f_percentage_use,p_percentage_use,b_percentage_use,q_percentage_use,k_percentage_use,m_percentage_use,x_percentage_use,z_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,10,11,4,4,1,26,28,13,3,2,10,4,6,4,8,1,3,1,2,4,1,6,2,1,1,3,3,4,1,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06350974930362117,0.06239554317548746,0.05905292479108635,0.033426183844011144,0.1298050139275766,0.06629526462395544,0.0807799442896936,0.013927576601671309,0.09805013927576602,0.07075208913649025,0.021727019498607242,0.021727019498607242,0.033983286908077996,0.03732590529247911,0.03286908077994429,0.011142061281337047,0.07075208913649025,0.029526462395543174,0.0233983286908078,0.013370473537604457,0.0011142061281337048,0.0038997214484679664,0.01838440111420613,0.0011142061281337048,0.0005571030640668524,0.0011142061281337048,0,385,4.662337662337662,14.942307692307692,184.0
