Author,the,and,to,of,their,were,in,became,more,they,be,as,himself,that,which,yet,it,such,among,his,him,than,being,what,he,could,have,from,who,but,how,is,not,or,we,by,whose,an,one,was,these,with,had,each,thus,if,been,may,would,many,some,our,like,upon,into,according,therefore,much,hath,when,also,anything,do,other,make,those,thyself,there,now,till,ought,hence,notwithstanding,shouldst,will,lord,ever,abundance,once,all,shalt,said,thee,where,god,did,no,neither,forth,because,must,throughout,without,again,lest,me,her,let,thou,thy,my,say,unto,should,for,them,shall,whom,hast,your,every,out,whither,ye,then,are,man,i_percentage_use,n_percentage_use,s_percentage_use,t_percentage_use,r_percentage_use,u_percentage_use,c_percentage_use,h_percentage_use,e_percentage_use,o_percentage_use,l_percentage_use,a_percentage_use,d_percentage_use,f_percentage_use,k_percentage_use,w_percentage_use,g_percentage_use,m_percentage_use,p_percentage_use,y_percentage_use,b_percentage_use,v_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,33,18,5,17,5,7,6,1,2,3,1,2,1,1,3,1,3,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,2,1,1,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07518796992481203,0.07229612492770388,0.054945054945054944,0.09369577790630422,0.06072874493927125,0.02197802197802198,0.03470213996529786,0.05089647194910353,0.14864083285135918,0.07634470792365529,0.030653556969346442,0.07171775592828225,0.035858877964141125,0.02834008097165992,0.00578368999421631,0.014459224985540775,0.022556390977443608,0.024869866975130134,0.02197802197802198,0.008097165991902834,0.016194331983805668,0.020242914979757085,0.001156737998843262,0.004626951995373048,0.002313475997686524,0.001156737998843262,0,347,4.982708933717579,13.538461538461538,146.9994216310006
