Author,in,the,into,more,of,his,and,for,had,by,an,who,were,their,to,as,he,all,not,man,or,was,be,from,thus,them,one,other,we,have,been,these,they,our,it,will,your,such,with,no,my,let,make,upon,is,like,notwithstanding,but,some,did,if,than,how,may,that,would,many,hath,yet,him,according,therefore,much,when,also,anything,do,thyself,those,there,which,now,till,among,being,ought,hence,shouldst,lord,abundance,each,once,said,shalt,could,thee,where,god,what,neither,forth,because,must,throughout,without,again,lest,me,became,her,himself,thou,thy,say,unto,should,whither,ever,shall,whom,hast,every,out,ye,then,are,whose,i_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,m_percentage_use,a_percentage_use,k_percentage_use,d_percentage_use,o_percentage_use,b_percentage_use,r_percentage_use,f_percentage_use,l_percentage_use,s_percentage_use,v_percentage_use,u_percentage_use,w_percentage_use,g_percentage_use,c_percentage_use,y_percentage_use,p_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,10,42,1,1,25,7,18,2,4,4,2,4,2,13,12,5,5,1,1,2,1,2,2,3,1,4,4,1,1,3,1,1,3,1,2,2,2,1,3,1,1,2,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662557781201849,0.07498715973292244,0.0970724191063174,0.0662557781201849,0.12840267077555212,0.03133025166923472,0.08166409861325115,0.01027221366204417,0.04519774011299435,0.07498715973292244,0.021058038007190548,0.05957883923985619,0.027221366204417053,0.03749357986646122,0.05238828967642527,0.014894709809964048,0.021058038007190548,0.014894709809964048,0.015408320493066256,0.02054442732408834,0.019003595274781716,0.014894709809964048,0.0025680534155110425,0.0005136106831022085,0.0005136106831022085,0,0,448,4.345982142857143,17.307692307692307,212.9984591679507
