Author,of,shall,your,and,that,which,the,my,for,could,no,more,he,his,but,from,him,with,then,into,to,forth,was,now,than,ever,one,in,as,it,himself,had,man,not,must,have,their,some,upon,whose,when,will,may,do,is,they,them,were,many,thyself,such,anything,each,shouldst,said,if,thou,thee,who,hast,without,became,should,ye,me,yet,among,or,we,what,her,out,make,these,lest,there,how,neither,abundance,therefore,by,because,would,notwithstanding,our,lord,all,ought,again,according,been,every,till,being,hence,are,shalt,where,once,much,whither,god,throughout,let,thy,hath,other,also,did,thus,be,an,whom,say,like,those,unto,c_percentage_use,a_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,b_percentage_use,l_percentage_use,d_percentage_use,y_percentage_use,i_percentage_use,m_percentage_use,t_percentage_use,h_percentage_use,s_percentage_use,w_percentage_use,p_percentage_use,u_percentage_use,g_percentage_use,n_percentage_use,v_percentage_use,q_percentage_use,k_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,17,1,1,26,2,3,27,3,2,1,2,2,9,21,4,2,2,8,1,3,8,1,6,1,1,1,1,6,3,4,1,5,2,3,1,1,8,1,2,2,4,1,1,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020561685055165497,0.07673019057171515,0.06068204613841525,0.11885656970912738,0.07271815446339017,0.02457372116349047,0.0160481444332999,0.03560682046138415,0.05416248746238716,0.015546639919759278,0.07271815446339017,0.02457372116349047,0.08475426278836509,0.07071213640922769,0.07221664994984955,0.026078234704112337,0.012537612838515547,0.02708124373119358,0.019558676028084254,0.07221664994984955,0.006519558676028084,0.0010030090270812437,0.005516549648946841,0.0015045135406218655,0.0010030090270812437,0.0020060180541624875,0,451,4.421286031042128,17.423076923076923,211.99548645937813
