Author,and,they,in,the,was,by,for,of,it,to,upon,them,from,when,would,which,were,or,these,their,had,that,could,as,like,but,be,yet,with,no,abundance,some,other,whose,not,an,all,one,such,each,shall,who,became,man,make,therefore,may,lord,till,being,where,whither,let,than,unto,shouldst,me,more,we,because,him,notwithstanding,our,once,much,is,ever,my,also,do,been,many,anything,thyself,said,if,have,without,should,ye,he,what,there,neither,every,must,hence,are,god,now,thy,hath,forth,his,whom,those,thou,thee,himself,hast,among,then,will,her,out,lest,how,your,ought,again,according,shalt,throughout,into,did,thus,say,b_percentage_use,e_percentage_use,a_percentage_use,n_percentage_use,s_percentage_use,q_percentage_use,u_percentage_use,h_percentage_use,d_percentage_use,c_percentage_use,r_percentage_use,o_percentage_use,t_percentage_use,y_percentage_use,i_percentage_use,g_percentage_use,w_percentage_use,p_percentage_use,l_percentage_use,m_percentage_use,v_percentage_use,f_percentage_use,k_percentage_use,x_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,20,11,9,20,8,5,2,14,2,12,1,8,1,2,5,4,5,1,3,12,6,4,1,3,1,3,1,1,3,1,2,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014234875444839857,0.13048635824436536,0.07947805456702253,0.07058125741399762,0.05871886120996441,0.0017793594306049821,0.026690391459074734,0.06405693950177936,0.04922894424673784,0.02431791221826809,0.06227758007117438,0.07473309608540925,0.09489916963226572,0.021352313167259787,0.060498220640569395,0.018386714116251483,0.02491103202846975,0.020759193357058125,0.037366548042704624,0.029062870699881376,0.006524317912218268,0.022538552787663108,0.005338078291814947,0.0005931198102016608,0,0,0,365,4.619178082191781,14.23076923076923,180.9988137603796
