Author,should,and,they,be,by,an,to,the,of,every,or,these,were,according,who,in,which,was,would,from,each,their,some,have,with,other,are,for,thus,many,as,if,there,make,but,what,all,when,god,is,them,his,had,it,that,than,how,been,may,our,like,upon,yet,him,into,therefore,much,also,anything,do,he,thyself,those,now,till,among,being,ought,hence,notwithstanding,shouldst,will,lord,abundance,once,said,shalt,could,we,where,thee,such,no,one,did,neither,forth,because,must,throughout,without,again,lest,more,me,became,her,let,himself,thou,thy,say,my,unto,whither,ever,shall,whom,hast,your,man,out,not,ye,then,hath,whose,s_percentage_use,h_percentage_use,o_percentage_use,u_percentage_use,l_percentage_use,d_percentage_use,t_percentage_use,a_percentage_use,k_percentage_use,e_percentage_use,p_percentage_use,c_percentage_use,n_percentage_use,y_percentage_use,b_percentage_use,i_percentage_use,v_percentage_use,m_percentage_use,r_percentage_use,w_percentage_use,g_percentage_use,f_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,2,18,6,3,1,6,8,25,18,1,5,3,4,1,1,9,5,3,4,2,2,6,1,1,4,2,2,5,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06111443978430198,0.059316956261234274,0.07249850209706411,0.023367285799880167,0.03235470341521869,0.03894547633313361,0.1006590772917915,0.08268424206111444,0.01018573996405033,0.11863391252246855,0.014979029358897543,0.03175554224086279,0.0713001797483523,0.014979029358897543,0.014379868184541641,0.07789095266626722,0.011384062312762133,0.02456560814859197,0.0665068903535051,0.026363091671659677,0.011384062312762133,0.03235470341521869,0.0017974835230677051,0,0,0,0,356,4.688202247191011,13.923076923076923,167.99940083882564
