Author,will,to,with,me,the,and,of,my,be,for,there,is,would,more,than,your,it,shall,but,how,he,when,our,that,his,should,in,by,we,as,do,have,him,no,her,all,these,may,said,many,which,they,make,their,an,each,other,therefore,such,thyself,anything,was,thou,shouldst,if,thee,who,himself,hast,without,became,could,ye,yet,man,among,then,some,upon,or,what,out,them,had,from,lest,were,neither,abundance,because,notwithstanding,lord,ought,again,according,been,every,till,being,must,hence,are,not,shalt,where,once,much,whither,ever,god,now,throughout,into,let,thy,hath,one,also,did,thus,forth,whom,say,like,those,whose,unto,u_percentage_use,n_percentage_use,l_percentage_use,e_percentage_use,s_percentage_use,y_percentage_use,o_percentage_use,w_percentage_use,i_percentage_use,c_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,a_percentage_use,r_percentage_use,m_percentage_use,g_percentage_use,f_percentage_use,b_percentage_use,p_percentage_use,v_percentage_use,q_percentage_use,k_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,3,14,4,4,23,8,16,8,7,6,1,3,3,1,1,8,3,3,2,1,3,1,2,6,5,3,10,2,1,5,1,2,1,2,1,1,1,3,1,1,3,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031181619256017507,0.06564551422319474,0.03938730853391685,0.1263676148796499,0.06673960612691467,0.0262582056892779,0.08479212253829321,0.016958424507658644,0.07658643326039387,0.02954048140043764,0.03172866520787746,0.08588621444201312,0.05306345733041575,0.0700218818380744,0.057439824945295405,0.036105032822757115,0.01477024070021882,0.025711159737417943,0.012582056892778994,0.020787746170678335,0.010393873085339168,0.002735229759299781,0.006017505470459519,0.0038293216630196935,0.0038293216630196935,0,0,402,4.54726368159204,15.576923076923077,183.9983588621444
