Author,these,have,been,to,not,an,and,for,them,we,were,they,yet,out,the,of,as,that,may,god,their,no,our,which,being,with,who,then,by,but,in,had,some,from,every,all,could,be,his,make,him,he,such,was,when,would,it,anything,now,once,more,thus,if,than,how,many,like,upon,into,much,therefore,hath,also,do,other,thyself,those,till,among,ought,hence,notwithstanding,shouldst,will,lord,abundance,each,said,shalt,is,thee,where,did,what,one,or,neither,forth,because,must,throughout,without,again,lest,me,became,her,let,himself,thou,thy,say,my,should,unto,whither,shall,whom,hast,your,according,there,ever,ye,man,are,whose,e_percentage_use,r_percentage_use,o_percentage_use,u_percentage_use,s_percentage_use,t_percentage_use,h_percentage_use,p_percentage_use,d_percentage_use,l_percentage_use,a_percentage_use,w_percentage_use,n_percentage_use,v_percentage_use,b_percentage_use,i_percentage_use,c_percentage_use,f_percentage_use,g_percentage_use,m_percentage_use,y_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,2,1,10,3,2,18,4,4,9,6,6,1,1,19,8,5,2,1,1,2,2,9,4,1,4,1,1,1,4,5,2,2,2,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13719862227324914,0.0642939150401837,0.07233065442020666,0.0338691159586682,0.060849598163030996,0.08266360505166476,0.05223880597014925,0.016073478760045924,0.04420206659012629,0.030998851894374284,0.08208955223880597,0.02468427095292767,0.07577497129735936,0.010332950631458095,0.014925373134328358,0.06371986222732491,0.030998851894374284,0.02870264064293915,0.021814006888633754,0.025832376578645237,0.016647531572904706,0.004592422502870264,0.002296211251435132,0.000574052812858783,0.000574052812858783,0,0,369,4.720867208672087,14.5,166.99827784156142
