Author,the,all,and,by,had,his,to,we,in,like,but,that,our,of,many,as,an,with,they,were,their,who,other,would,be,one,was,from,which,thus,them,according,ever,some,such,for,each,shall,became,man,upon,make,therefore,may,lord,till,being,where,whither,let,than,unto,shouldst,me,more,because,him,notwithstanding,once,much,is,my,also,do,when,whose,been,thyself,anything,said,if,have,without,should,could,ye,yet,he,or,what,these,there,it,neither,abundance,every,must,hence,are,god,now,thy,hath,forth,whom,those,thou,thee,himself,hast,among,then,will,her,out,no,lest,how,your,ought,again,not,shalt,throughout,into,did,say,t_percentage_use,h_percentage_use,e_percentage_use,n_percentage_use,w_percentage_use,v_percentage_use,o_percentage_use,i_percentage_use,g_percentage_use,a_percentage_use,l_percentage_use,d_percentage_use,r_percentage_use,k_percentage_use,p_percentage_use,f_percentage_use,u_percentage_use,y_percentage_use,x_percentage_use,c_percentage_use,s_percentage_use,b_percentage_use,m_percentage_use,z_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,28,2,19,5,2,1,8,1,9,1,3,2,3,17,1,3,3,7,5,10,11,1,1,3,1,3,3,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08490059108006448,0.056958624395486296,0.1278882321332617,0.08113917248790972,0.02525523911875336,0.00967221923696937,0.06233207952713595,0.08328855454056959,0.01934443847393874,0.07737775389575496,0.03815153143471252,0.051047823750671684,0.0677055346587856,0.006985491671144546,0.014508328855454057,0.0231058570660935,0.027941966684578184,0.013433637829124127,0.0016120365394948952,0.026867275658248254,0.05749596990865126,0.016120365394948953,0.019881783987103708,0.0010746910263299302,0.0016120365394948952,0.0016120365394948952,0,392,4.747448979591836,15.442307692307692,164.99731327243418
