Author,of,their,and,being,with,forth,in,every,had,the,was,that,he,now,from,all,but,his,who,to,himself,is,much,him,my,your,into,upon,could,not,it,again,ye,were,each,which,them,yet,by,an,would,should,as,such,they,many,anything,for,thyself,shouldst,said,if,thou,shall,thee,have,without,became,hast,me,man,among,then,more,some,or,we,what,will,her,out,no,make,these,lest,there,how,neither,abundance,therefore,because,may,notwithstanding,our,lord,ought,according,been,till,must,hence,are,shalt,where,once,whither,ever,god,throughout,let,thy,hath,one,other,also,do,did,thus,be,whom,say,when,like,than,those,whose,unto,s_percentage_use,c_percentage_use,i_percentage_use,o_percentage_use,t_percentage_use,a_percentage_use,n_percentage_use,b_percentage_use,e_percentage_use,h_percentage_use,l_percentage_use,d_percentage_use,m_percentage_use,r_percentage_use,u_percentage_use,g_percentage_use,f_percentage_use,w_percentage_use,p_percentage_use,v_percentage_use,y_percentage_use,k_percentage_use,z_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,16,6,15,1,3,1,9,2,10,30,5,6,7,2,1,1,2,10,1,5,1,2,1,2,1,1,1,1,2,3,4,1,2,2,1,3,1,1,2,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06192784060312332,0.030156165858912225,0.07000538502961766,0.07162089391491654,0.08777598276790523,0.08346795907377491,0.07700592353257943,0.012385568120624663,0.1260096930533118,0.0683898761443188,0.03231017770597738,0.051696284329563816,0.02207862143241788,0.05977382875605816,0.023155627355950458,0.015616585891222402,0.022617124394184167,0.013462574044157244,0.01992460958535272,0.010770059235325794,0.01669359181475498,0.01615508885298869,0.002154011847065159,0.0005385029617662897,0.0010770059235325794,0.0016155088852988692,0,400,4.6425,15.51923076923077,175.9983844911147
