Author,in,every,there,is,some,of,and,are,which,to,the,than,what,they,would,do,their,without,as,an,been,from,it,all,throughout,by,have,no,shall,them,being,who,he,forth,his,into,such,these,each,man,was,also,but,not,with,many,anything,for,thyself,shouldst,said,if,thou,thee,himself,hast,yet,became,should,could,me,ye,that,among,then,more,upon,or,we,will,her,out,make,had,lest,were,how,neither,abundance,therefore,because,may,him,notwithstanding,your,our,lord,ought,again,according,till,must,hence,shalt,where,once,much,whither,ever,god,now,my,let,thy,hath,one,other,did,thus,be,whom,say,when,like,those,whose,unto,r_percentage_use,e_percentage_use,l_percentage_use,i_percentage_use,o_percentage_use,n_percentage_use,v_percentage_use,h_percentage_use,y_percentage_use,a_percentage_use,t_percentage_use,s_percentage_use,m_percentage_use,k_percentage_use,d_percentage_use,f_percentage_use,g_percentage_use,w_percentage_use,u_percentage_use,c_percentage_use,p_percentage_use,b_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,8,4,4,8,6,15,18,6,8,10,16,1,1,2,1,1,3,1,4,2,2,4,4,3,1,1,1,2,1,2,3,2,8,1,12,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05432937181663837,0.1386530843237125,0.03169213355970572,0.08771929824561403,0.07130730050933787,0.08036219581211092,0.013016411997736276,0.05715902659875495,0.011318619128466326,0.06395019807583475,0.08432371250707414,0.0730050933786078,0.028862478777589132,0.0028296547821165816,0.04187889077532541,0.02490096208262592,0.019807583474816072,0.013582342954159592,0.020939445387662705,0.027730616864742503,0.021505376344086023,0.011884550084889643,0.003961516694963215,0.0005659309564233164,0.0005659309564233164,0,0,365,4.841095890410959,14.153846153846153,180.9858517260894
