Author,an,of,the,and,many,as,no,now,but,to,make,or,our,in,by,we,did,not,with,all,his,they,which,was,them,were,must,be,for,had,could,some,then,also,it,whose,such,man,every,each,shall,who,became,that,upon,therefore,may,lord,till,being,where,whither,let,like,than,unto,shouldst,me,more,from,because,would,him,notwithstanding,once,much,is,ever,my,do,when,been,thyself,anything,said,if,have,without,should,ye,yet,he,what,these,there,neither,abundance,hence,are,god,thy,hath,one,other,forth,whom,those,thou,their,thee,himself,hast,among,will,her,out,lest,how,your,ought,again,according,shalt,throughout,into,thus,say,a_percentage_use,n_percentage_use,c_percentage_use,o_percentage_use,u_percentage_use,t_percentage_use,f_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,l_percentage_use,m_percentage_use,i_percentage_use,p_percentage_use,y_percentage_use,d_percentage_use,r_percentage_use,g_percentage_use,v_percentage_use,w_percentage_use,b_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,18,24,19,1,3,2,2,1,14,2,1,6,11,2,12,2,2,3,5,1,2,4,4,1,3,1,4,3,1,2,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08307880268784362,0.07819181429444105,0.030543677458766034,0.07574832009773977,0.023824068417837508,0.09040928527794746,0.021380574221136223,0.04520464263897373,0.1264508246792914,0.06658521686010996,0.03909590714722053,0.022602321319486866,0.06963958460598656,0.022602321319486866,0.019547953573610263,0.04092852779474649,0.0531459987782529,0.021991447770311544,0.014050091631032376,0.022602321319486866,0.011606597434331093,0.004886988393402566,0.0018326206475259622,0.0006108735491753207,0.0018326206475259622,0,0,369,4.436314363143631,14.615384615384615,169.98839340256566
