Author,shall,be,our,then,he,to,my,ye,of,and,have,all,your,from,the,are,his,for,each,what,may,it,is,which,among,as,let,that,in,or,other,with,they,their,them,such,we,by,these,were,thus,was,how,would,if,than,been,an,many,but,some,like,yet,upon,him,into,therefore,according,when,much,had,also,do,anything,make,those,thyself,there,now,till,who,being,ought,hence,notwithstanding,shouldst,will,lord,abundance,once,said,shalt,could,thee,where,god,did,no,one,neither,forth,because,must,throughout,without,again,lest,more,me,became,her,himself,thou,thy,say,unto,should,whither,ever,whom,hast,man,every,out,not,hath,whose,s_percentage_use,h_percentage_use,a_percentage_use,l_percentage_use,b_percentage_use,e_percentage_use,o_percentage_use,u_percentage_use,r_percentage_use,i_percentage_use,t_percentage_use,k_percentage_use,n_percentage_use,d_percentage_use,y_percentage_use,m_percentage_use,w_percentage_use,p_percentage_use,c_percentage_use,f_percentage_use,v_percentage_use,x_percentage_use,g_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,7,9,2,3,4,3,1,1,21,20,2,4,3,3,28,1,5,5,3,2,3,4,2,2,1,8,3,9,8,2,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06330532212885154,0.0700280112044818,0.09243697478991597,0.04089635854341737,0.022408963585434174,0.1226890756302521,0.06442577030812324,0.021288515406162466,0.06498599439775911,0.06666666666666667,0.09915966386554621,0.010084033613445379,0.06442577030812324,0.03473389355742297,0.018487394957983194,0.021848739495798318,0.014005602240896359,0.022408963585434174,0.025210084033613446,0.030252100840336135,0.00784313725490196,0.0005602240896358543,0.012324929971988795,0.0016806722689075631,0.0005602240896358543,0,0,396,4.507575757575758,15.423076923076923,189.99271708683474
