Author,to,we,will,then,our,by,upon,them,which,their,shall,and,the,of,all,who,ever,have,her,in,let,be,every,from,forth,had,he,was,his,for,that,an,when,are,it,is,my,as,been,must,therefore,not,if,but,no,or,being,may,your,with,they,thus,than,how,were,would,many,some,like,yet,him,into,much,also,anything,do,other,make,those,thyself,there,now,till,among,ought,hence,notwithstanding,shouldst,lord,abundance,each,once,said,shalt,could,thee,where,god,what,such,one,did,neither,because,throughout,without,again,lest,more,me,became,himself,thou,thy,these,say,should,unto,whither,whom,hast,man,according,out,ye,hath,whose,t_percentage_use,e_percentage_use,m_percentage_use,r_percentage_use,i_percentage_use,y_percentage_use,o_percentage_use,f_percentage_use,u_percentage_use,s_percentage_use,w_percentage_use,l_percentage_use,h_percentage_use,n_percentage_use,d_percentage_use,p_percentage_use,a_percentage_use,v_percentage_use,b_percentage_use,c_percentage_use,g_percentage_use,x_percentage_use,k_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,9,2,4,1,7,3,2,1,2,5,4,17,27,19,1,1,1,2,1,5,1,5,1,1,1,4,6,2,9,1,2,5,1,3,6,5,2,4,3,1,2,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08868335146898804,0.12731229597388466,0.02720348204570185,0.07018498367791078,0.08106637649619151,0.020674646354733407,0.0750816104461371,0.019042437431991296,0.02883569096844396,0.06365614798694233,0.014145810663764961,0.033188248095756254,0.060935799782372145,0.07181719260065289,0.031556039173014146,0.019042437431991296,0.0794341675734494,0.013601741022850925,0.012513601741022852,0.026115342763873776,0.023394994559303592,0.003808487486398259,0.005984766050054407,0.001088139281828074,0.000544069640914037,0.000544069640914037,0,395,4.653164556962025,15.326923076923077,190.9994559303591
