Author,the,of,was,not,for,with,who,his,and,he,but,more,would,to,in,them,into,as,they,their,were,had,many,have,it,or,these,which,all,her,my,that,shall,be,till,from,him,such,each,became,man,upon,make,therefore,may,lord,being,where,whither,let,like,than,unto,shouldst,me,some,we,because,notwithstanding,our,once,much,is,ever,also,do,an,when,whose,been,thyself,anything,said,if,without,should,could,ye,yet,what,there,neither,abundance,every,must,hence,are,god,now,thy,hath,one,other,forth,whom,those,thou,thee,himself,hast,among,then,will,out,no,lest,how,by,your,ought,again,according,shalt,throughout,did,thus,say,s_percentage_use,i_percentage_use,g_percentage_use,n_percentage_use,e_percentage_use,d_percentage_use,h_percentage_use,a_percentage_use,m_percentage_use,b_percentage_use,o_percentage_use,p_percentage_use,r_percentage_use,k_percentage_use,t_percentage_use,u_percentage_use,c_percentage_use,f_percentage_use,w_percentage_use,l_percentage_use,x_percentage_use,v_percentage_use,z_percentage_use,y_percentage_use,j_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,30,26,3,3,6,4,3,5,24,4,2,1,1,12,4,2,1,2,5,5,3,2,1,2,2,2,1,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06320907617504051,0.06591031874662345,0.020529443544030253,0.07725553754727174,0.13668287412209618,0.04700162074554295,0.051323608860075635,0.07617504051863858,0.025391680172879523,0.009724473257698542,0.07779578606158834,0.022690437601296597,0.06158833063209076,0.005942733657482442,0.09076175040518639,0.02701242571582928,0.02971366828741221,0.028092922744462453,0.01350621285791464,0.03565640194489465,0.002701242571582928,0.009184224743381956,0.0021609940572663426,0.010804970286331712,0.0021609940572663426,0.0016207455429497568,0,392,4.721938775510204,15.346153846153847,169.99459751485682
