Author,the,all,were,to,his,our,of,we,from,your,with,and,which,but,that,who,is,not,into,would,be,an,for,these,must,as,had,been,in,he,was,without,or,her,have,by,me,my,shall,such,each,became,man,upon,make,therefore,may,lord,till,being,where,whither,let,like,than,unto,shouldst,more,some,them,because,him,notwithstanding,once,much,ever,also,do,when,whose,many,anything,thyself,said,if,yet,should,could,ye,what,there,it,neither,abundance,every,hence,are,god,now,thy,hath,one,other,forth,whom,those,thou,their,thee,himself,hast,among,then,will,out,no,lest,how,they,ought,again,according,shalt,throughout,did,thus,say,p_percentage_use,r_percentage_use,o_percentage_use,d_percentage_use,u_percentage_use,c_percentage_use,e_percentage_use,a_percentage_use,g_percentage_use,t_percentage_use,b_percentage_use,l_percentage_use,i_percentage_use,n_percentage_use,f_percentage_use,s_percentage_use,h_percentage_use,y_percentage_use,w_percentage_use,x_percentage_use,k_percentage_use,m_percentage_use,v_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,25,1,2,12,10,7,12,4,4,4,6,13,4,1,2,1,1,3,3,2,3,1,2,2,1,1,5,1,3,10,3,1,1,6,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020289855072463767,0.06608695652173913,0.08231884057971015,0.03942028985507246,0.027246376811594204,0.034202898550724635,0.14318840579710146,0.06782608695652174,0.010434782608695653,0.08637681159420289,0.011014492753623189,0.027246376811594204,0.07072463768115941,0.07188405797101449,0.02782608695652174,0.06956521739130435,0.06260869565217392,0.013333333333333334,0.017971014492753623,0.002318840579710145,0.002318840579710145,0.03246376811594203,0.00927536231884058,0.0011594202898550724,0.0005797101449275362,0.0017391304347826088,0,367,4.700272479564033,14.346153846153847,166.99942028985507
