Author,according,to,their,of,the,these,are,in,would,when,man,himself,he,it,by,his,is,as,an,who,not,him,for,those,whose,more,from,one,and,if,with,her,they,then,shall,make,being,must,be,there,or,but,each,other,what,do,our,we,have,all,will,ye,which,into,some,no,them,many,such,was,anything,shouldst,thyself,said,thou,thee,hast,without,became,should,could,me,yet,that,among,upon,out,had,lest,were,how,neither,abundance,therefore,because,may,notwithstanding,your,lord,ought,again,been,every,till,hence,shalt,where,once,much,whither,ever,god,now,my,throughout,let,thy,hath,also,did,thus,forth,whom,say,like,than,unto,i_percentage_use,m_percentage_use,o_percentage_use,d_percentage_use,e_percentage_use,s_percentage_use,t_percentage_use,a_percentage_use,c_percentage_use,r_percentage_use,n_percentage_use,g_percentage_use,h_percentage_use,f_percentage_use,b_percentage_use,l_percentage_use,p_percentage_use,y_percentage_use,u_percentage_use,v_percentage_use,w_percentage_use,j_percentage_use,k_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,15,4,15,39,1,7,10,2,2,1,1,5,1,1,4,8,2,3,1,1,2,6,1,2,1,1,3,11,4,3,3,7,4,1,1,2,2,3,1,2,2,2,3,1,1,1,1,1,2,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07514450867052024,0.033631108775617445,0.07724645296899632,0.03888596952180767,0.1418812401471361,0.0651602732527588,0.10089332632685234,0.07409353652128219,0.02417235943247504,0.06568575932737783,0.06936416184971098,0.01208617971623752,0.06200735680504467,0.02417235943247504,0.015239096163951655,0.025748817656332107,0.027850761954808196,0.015764582238570676,0.017341040462427744,0.009458749343142408,0.015764582238570676,0.0021019442984760903,0.0036784025223331584,0.0015764582238570678,0,0,0,424,4.488207547169812,16.384615384615383,207.99894902785076
