Author,he,may,it,your,to,the,of,that,which,me,in,been,by,is,and,her,let,be,if,shall,will,him,our,should,then,my,for,would,had,an,or,such,no,anything,from,forth,upon,all,who,with,those,their,when,his,was,could,have,more,than,we,as,himself,many,thyself,thou,each,shouldst,said,thee,hast,without,became,ye,yet,man,among,some,what,out,them,make,these,lest,there,were,how,neither,abundance,therefore,they,because,notwithstanding,lord,ought,again,but,according,every,till,being,must,hence,are,not,shalt,where,once,much,whither,ever,god,now,throughout,into,thy,hath,one,other,also,do,did,thus,whom,say,like,whose,unto,s_percentage_use,a_percentage_use,y_percentage_use,h_percentage_use,e_percentage_use,m_percentage_use,i_percentage_use,t_percentage_use,p_percentage_use,l_percentage_use,o_percentage_use,u_percentage_use,r_percentage_use,x_percentage_use,c_percentage_use,n_percentage_use,j_percentage_use,d_percentage_use,f_percentage_use,w_percentage_use,v_percentage_use,g_percentage_use,b_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,3,2,2,7,12,30,21,3,1,2,5,1,3,2,13,3,4,11,1,6,3,2,10,1,2,3,3,3,2,7,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06062176165803109,0.07564766839378238,0.019689119170984457,0.05129533678756477,0.1300518134715026,0.03212435233160622,0.06787564766839378,0.0844559585492228,0.01865284974093264,0.04766839378238342,0.07927461139896373,0.03678756476683938,0.061658031088082904,0.0015544041450777201,0.026424870466321245,0.06994818652849741,0.0025906735751295338,0.04145077720207254,0.030569948186528497,0.015544041450777202,0.009844559585492229,0.013989637305699482,0.01709844559585492,0.0031088082901554403,0.0005181347150259067,0.0005181347150259067,0,420,4.595238095238095,16.23076923076923,196.99896373056995
