Author,and,to,the,which,of,an,our,were,his,my,we,have,now,not,such,as,no,is,must,that,for,every,each,will,by,who,in,let,from,them,with,their,other,shall,be,may,god,your,one,what,would,do,had,could,out,her,upon,some,it,into,make,if,they,he,was,then,thus,than,how,been,many,but,like,yet,him,much,therefore,hath,when,also,anything,thyself,those,till,among,being,ought,hence,notwithstanding,shouldst,lord,abundance,once,all,shalt,said,thee,where,did,or,neither,forth,because,throughout,without,again,lest,more,me,became,himself,thou,thy,these,say,should,unto,whither,ever,whom,hast,man,according,there,ye,are,whose,n_percentage_use,e_percentage_use,r_percentage_use,s_percentage_use,a_percentage_use,d_percentage_use,t_percentage_use,w_percentage_use,o_percentage_use,m_percentage_use,i_percentage_use,p_percentage_use,h_percentage_use,b_percentage_use,c_percentage_use,f_percentage_use,v_percentage_use,g_percentage_use,k_percentage_use,l_percentage_use,x_percentage_use,u_percentage_use,y_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,25,9,22,2,10,1,6,1,2,3,6,5,2,3,1,8,2,1,2,4,2,1,1,4,4,2,3,1,3,5,5,1,1,1,3,2,1,5,1,1,2,1,1,3,1,3,3,1,1,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07100907634810465,0.11158569140416444,0.0597971169247197,0.06139882541377469,0.07901761879337961,0.04965296316070475,0.07474639615589963,0.027229044313934865,0.08222103577148959,0.027762947143619862,0.060864922584089695,0.0202883075280299,0.05766150560597971,0.018152696209289908,0.023491724506139882,0.021356113187399894,0.007474639615589963,0.019220501868659905,0.008542445274959957,0.04271222637479979,0.002135611318739989,0.03310197544046983,0.014949279231179925,0,0,0,0,441,4.247165532879818,16.403846153846153,188.97437266417512
