Author,but,the,have,as,much,and,what,we,such,may,be,your,when,is,once,who,ought,therefore,it,was,by,being,that,his,should,which,he,them,they,all,to,been,of,our,an,not,with,are,there,no,for,other,these,must,thus,if,into,where,will,their,would,in,had,could,than,upon,every,let,unto,how,were,many,some,like,yet,him,also,anything,do,make,those,thyself,from,now,till,among,hence,notwithstanding,shouldst,lord,abundance,each,said,shalt,thee,god,did,one,or,neither,forth,because,throughout,without,again,lest,more,me,became,her,himself,thou,thy,my,say,whither,ever,shall,whom,hast,man,according,out,ye,then,hath,whose,f_percentage_use,l_percentage_use,a_percentage_use,m_percentage_use,e_percentage_use,s_percentage_use,b_percentage_use,u_percentage_use,t_percentage_use,r_percentage_use,v_percentage_use,h_percentage_use,c_percentage_use,n_percentage_use,p_percentage_use,o_percentage_use,i_percentage_use,y_percentage_use,w_percentage_use,g_percentage_use,d_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,k_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,8,25,6,5,3,27,2,8,2,3,5,1,1,2,1,1,2,2,3,2,3,1,3,2,2,1,3,1,3,1,13,3,11,8,2,1,5,5,1,2,3,1,1,1,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024507192328183273,0.02610548748002131,0.0761854022376132,0.02876931273308471,0.13052743740010656,0.05966968566862014,0.019179541822056473,0.043153969099627064,0.09003729355354288,0.06819392647842301,0.012253596164091636,0.0580713905167821,0.02610548748002131,0.07511987213638785,0.022376132125732553,0.0713905167820991,0.06180074587107086,0.016515716568993075,0.02184336707511987,0.017048481619605753,0.038359083644112946,0.0031965903036760787,0.0010655301012253596,0.0015982951518380393,0.0010655301012253596,0.002663825253063399,0,410,4.578048780487805,15.76923076923077,208.99680340969633
