Author,his,he,and,with,the,of,had,him,like,an,upon,was,in,into,thus,by,all,other,such,that,no,man,could,have,more,for,not,their,to,it,which,each,those,every,who,were,but,they,as,being,shall,became,make,therefore,may,lord,till,where,whither,let,than,unto,shouldst,me,some,we,them,from,because,would,notwithstanding,our,once,much,is,ever,my,also,do,when,whose,been,many,anything,thyself,said,if,without,should,ye,yet,or,what,these,there,neither,abundance,must,hence,are,god,now,thy,hath,one,forth,whom,thou,thee,himself,hast,among,then,will,her,out,lest,how,your,ought,again,according,shalt,throughout,did,be,say,t_percentage_use,h_percentage_use,r_percentage_use,o_percentage_use,i_percentage_use,s_percentage_use,e_percentage_use,a_percentage_use,m_percentage_use,k_percentage_use,l_percentage_use,n_percentage_use,d_percentage_use,g_percentage_use,w_percentage_use,u_percentage_use,b_percentage_use,x_percentage_use,p_percentage_use,c_percentage_use,v_percentage_use,f_percentage_use,q_percentage_use,y_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,14,4,19,11,26,18,2,4,1,1,2,8,8,1,1,3,1,3,2,3,2,1,2,2,4,1,1,4,5,1,2,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08306188925081433,0.06840390879478828,0.061346362649294245,0.06514657980456026,0.0727470141150923,0.054831704668838216,0.12323561346362649,0.08360477741585233,0.02714440825190011,0.009229098805646038,0.03691639522258415,0.0727470141150923,0.05211726384364821,0.026601520086862108,0.021172638436482084,0.024429967426710098,0.02062975027144408,0.0027144408251900108,0.013572204125950055,0.03203040173724213,0.01248642779587405,0.024429967426710098,0.0016286644951140066,0.008143322475570033,0.0010857763300760044,0,0,381,4.834645669291339,14.788461538461538,168.99945711183497
