Author,him,and,his,were,by,the,to,from,every,as,of,no,we,must,now,them,with,their,out,all,they,where,an,was,more,that,when,had,each,other,her,without,being,it,one,could,not,be,into,for,then,but,are,these,in,such,he,is,whose,shall,thus,if,than,how,been,may,have,would,many,some,our,like,yet,upon,much,therefore,also,anything,do,make,those,thyself,which,till,among,who,ought,hence,notwithstanding,shouldst,will,lord,abundance,once,said,shalt,thee,god,did,what,or,neither,forth,because,throughout,again,lest,me,became,let,himself,thou,thy,my,say,unto,should,whither,ever,whom,hast,your,according,there,man,ye,hath,h_percentage_use,i_percentage_use,m_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,g_percentage_use,v_percentage_use,e_percentage_use,s_percentage_use,b_percentage_use,l_percentage_use,c_percentage_use,u_percentage_use,t_percentage_use,o_percentage_use,r_percentage_use,y_percentage_use,w_percentage_use,x_percentage_use,p_percentage_use,f_percentage_use,j_percentage_use,q_percentage_use,k_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,2,21,6,4,5,19,6,1,2,2,13,3,1,1,3,2,5,9,1,2,10,3,4,3,2,4,1,2,2,1,6,1,1,2,2,1,2,3,1,1,1,3,1,2,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06037321624588365,0.0570801317233809,0.024149286498353458,0.07628979143798024,0.07244785949506037,0.04171240395170143,0.010976948408342482,0.012623490669593854,0.14763995609220637,0.06915477497255763,0.013721185510428101,0.03238199780461032,0.024149286498353458,0.023600439077936335,0.08726673984632272,0.075192096597146,0.06531284302963776,0.020856201975850714,0.019209659714599342,0.0021953896816684962,0.02469813391877058,0.022502744237102086,0.0027442371020856204,0.0005488474204171241,0.0060373216245883645,0.0010976948408342481,0,400,4.555,15.442307692307692,177.99396267837542
