Author,and,that,what,could,we,do,how,be,from,the,of,then,it,was,our,being,who,in,him,to,forth,by,with,but,as,now,had,not,her,let,once,more,all,they,no,been,for,my,hath,me,your,will,into,where,every,their,would,god,his,make,many,thyself,such,anything,each,shouldst,said,if,thou,shall,thee,himself,have,without,became,should,ye,yet,hast,man,he,among,some,upon,or,out,them,these,lest,there,were,neither,abundance,therefore,which,because,may,notwithstanding,lord,ought,again,according,till,must,hence,are,shalt,much,is,whither,ever,throughout,thy,other,one,also,did,thus,an,whom,say,when,like,than,those,whose,unto,d_percentage_use,e_percentage_use,s_percentage_use,p_percentage_use,a_percentage_use,i_percentage_use,r_percentage_use,n_percentage_use,u_percentage_use,m_percentage_use,o_percentage_use,l_percentage_use,y_percentage_use,g_percentage_use,t_percentage_use,h_percentage_use,w_percentage_use,c_percentage_use,b_percentage_use,x_percentage_use,f_percentage_use,j_percentage_use,v_percentage_use,z_percentage_use,q_percentage_use,k_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,16,6,1,2,9,1,1,3,4,36,18,1,2,4,5,2,1,11,2,5,2,2,2,1,2,2,2,1,2,2,1,1,2,3,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05148619957537155,0.1183651804670913,0.06687898089171974,0.022292993630573247,0.07218683651804671,0.07430997876857749,0.05573248407643312,0.07802547770700637,0.026008492569002124,0.022292993630573247,0.07643312101910828,0.042993630573248405,0.016454352441613588,0.016985138004246284,0.09076433121019108,0.054140127388535034,0.024946921443736732,0.02653927813163482,0.013800424628450107,0.0031847133757961785,0.027600849256900213,0.0015923566878980893,0.012208067940552018,0.0005307855626326964,0.0005307855626326964,0.002653927813163482,0,414,4.550724637681159,16.46153846153846,179.99893842887474
