Author,the,of,their,and,they,let,forth,upon,them,which,with,such,that,to,by,an,it,was,would,be,must,for,in,all,were,from,is,my,he,will,we,your,shall,into,one,how,make,not,where,or,than,should,what,man,every,these,thus,if,been,his,may,have,many,but,some,our,like,yet,him,much,therefore,hath,when,also,had,anything,do,other,thyself,those,there,now,till,among,who,being,ought,hence,notwithstanding,shouldst,lord,abundance,each,once,said,as,shalt,could,thee,god,did,no,neither,because,throughout,without,again,lest,more,me,became,her,himself,thou,thy,say,unto,whither,ever,whom,hast,according,out,ye,then,are,whose,r_percentage_use,o_percentage_use,b_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,i_percentage_use,z_percentage_use,n_percentage_use,s_percentage_use,f_percentage_use,d_percentage_use,a_percentage_use,l_percentage_use,k_percentage_use,y_percentage_use,g_percentage_use,u_percentage_use,p_percentage_use,m_percentage_use,w_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,32,13,5,18,7,1,1,1,4,4,4,1,10,15,4,3,3,7,3,11,2,1,2,1,3,4,1,2,1,3,1,1,1,3,1,1,1,1,1,2,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05211726384364821,0.07057546145494029,0.016829533116178068,0.10152008686210641,0.06514657980456026,0.12269272529858849,0.023344191096634093,0.0727470141150923,0.0005428881650380022,0.06786102062975027,0.05646036916395222,0.01737242128121607,0.048317046688382194,0.0781758957654723,0.04288816503800217,0.008686210640608035,0.02062975027144408,0.01520086862106406,0.025515743756786103,0.014115092290988056,0.02985884907709012,0.025515743756786103,0.015743756786102063,0.003257328990228013,0.0010857763300760044,0,0,412,4.470873786407767,15.98076923076923,190.99619978284474
