Author,like,the,of,an,but,his,and,to,with,into,it,he,forth,in,more,than,how,have,been,my,what,me,for,her,are,now,by,whom,thus,who,was,must,which,himself,those,from,no,your,shall,be,upon,him,they,were,that,should,if,would,other,not,all,their,may,many,some,our,yet,according,therefore,much,when,also,had,anything,do,make,thyself,there,till,among,being,ought,hence,notwithstanding,shouldst,will,lord,abundance,each,once,said,as,shalt,is,could,we,where,thee,god,such,one,did,or,neither,because,throughout,without,again,lest,became,let,thou,thy,these,say,unto,them,whither,ever,man,hast,every,out,ye,then,hath,whose,t_percentage_use,r_percentage_use,e_percentage_use,m_percentage_use,b_percentage_use,l_percentage_use,d_percentage_use,i_percentage_use,k_percentage_use,h_percentage_use,s_percentage_use,a_percentage_use,n_percentage_use,g_percentage_use,o_percentage_use,f_percentage_use,w_percentage_use,u_percentage_use,c_percentage_use,q_percentage_use,v_percentage_use,y_percentage_use,j_percentage_use,p_percentage_use,z_percentage_use,â_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,26,20,5,4,6,19,7,3,1,1,6,3,9,2,1,2,3,2,6,1,2,1,4,2,2,4,1,1,1,1,1,4,2,1,1,1,3,2,4,1,1,4,2,5,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08864864864864865,0.06,0.12216216216216216,0.034594594594594595,0.015675675675675675,0.036216216216216214,0.04756756756756757,0.07081081081081081,0.004324324324324324,0.06108108108108108,0.055675675675675676,0.07621621621621621,0.08108108108108109,0.013513513513513514,0.0745945945945946,0.02810810810810811,0.015135135135135135,0.036756756756756756,0.02810810810810811,0.002702702702702703,0.0075675675675675675,0.015135135135135135,0.003243243243243243,0.014594594594594595,0,0,0,390,4.743589743589744,15.096153846153847,190.9935135135135
