Author,with,much,and,that,no,is,for,him,he,be,into,the,of,not,thy,or,to,many,but,from,we,as,our,being,all,his,it,one,are,therefore,their,in,will,now,whose,how,must,there,which,when,may,these,were,by,every,ye,each,man,shall,who,your,such,once,an,hath,them,have,been,they,thus,if,than,would,some,like,yet,upon,also,had,anything,do,other,make,those,thyself,till,among,ought,hence,notwithstanding,shouldst,lord,abundance,was,said,could,shalt,thee,where,god,what,did,neither,forth,because,throughout,without,again,lest,more,me,became,her,let,himself,thou,my,say,unto,should,whither,ever,whom,hast,according,out,then,w_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,s_percentage_use,o_percentage_use,m_percentage_use,u_percentage_use,c_percentage_use,d_percentage_use,r_percentage_use,a_percentage_use,n_percentage_use,f_percentage_use,l_percentage_use,e_percentage_use,b_percentage_use,y_percentage_use,p_percentage_use,v_percentage_use,g_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,5,1,28,7,1,6,1,1,2,4,2,19,12,1,2,1,13,1,3,2,6,5,10,1,5,7,2,1,4,2,4,9,1,2,1,2,2,1,3,1,1,1,1,1,2,3,1,2,5,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016888433981576252,0.0767656090071648,0.09007164790174002,0.05168884339815762,0.0736949846468782,0.07420675537359263,0.02456499488229273,0.03172978505629478,0.024053224155578302,0.044012282497441144,0.06397134083930399,0.07778915046059365,0.07932446264073695,0.022517911975435005,0.0368474923234391,0.1202661207778915,0.019447287615148412,0.017400204708290685,0.017400204708290685,0.014329580348004094,0.014841351074718526,0.0030706243602865915,0.0035823950870010235,0.0005117707267144319,0,0,0,422,4.630331753554502,16.326923076923077,210.99897645854657
