Author,by,they,as,that,to,it,was,be,in,for,the,of,make,such,every,and,were,them,these,man,who,should,have,him,then,among,from,each,other,their,hence,once,those,or,some,would,had,which,no,when,if,with,but,like,yet,upon,do,till,ought,shouldst,will,all,shalt,is,what,one,again,say,whom,hast,out,ye,than,into,we,where,thee,neither,throughout,lest,her,let,shall,there,not,been,his,may,our,therefore,abundance,said,god,forth,without,became,himself,your,according,are,whose,thus,how,an,many,much,also,anything,he,thyself,now,being,notwithstanding,lord,could,did,because,must,more,me,thou,thy,my,unto,whither,ever,hath,f_percentage_use,o_percentage_use,r_percentage_use,m_percentage_use,e_percentage_use,d_percentage_use,b_percentage_use,y_percentage_use,l_percentage_use,a_percentage_use,s_percentage_use,k_percentage_use,t_percentage_use,h_percentage_use,p_percentage_use,u_percentage_use,x_percentage_use,i_percentage_use,v_percentage_use,w_percentage_use,n_percentage_use,c_percentage_use,g_percentage_use,z_percentage_use,q_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,3,6,4,2,25,6,6,4,20,4,21,15,2,1,5,15,8,4,3,2,2,2,1,2,1,2,1,4,3,5,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024295969077857537,0.06294864715626726,0.06902263942573164,0.034235229155162895,0.1413583655438984,0.036443953616786304,0.009939260077305357,0.023743787962451683,0.02650469353948095,0.07620099392600774,0.05797901711761458,0.00883489784649365,0.09828823854224185,0.04417448923246825,0.02319160684704583,0.01601325234676974,0.006626173384870237,0.08282716731087797,0.013804527885146328,0.019878520154610713,0.06957482054113749,0.024295969077857537,0.019878520154610713,0.0011043622308117063,0.0027609055770292656,0,0,386,4.691709844559585,14.961538461538462,191.99392600773052
