Author,of,being,by,their,the,they,for,other,and,them,with,hence,when,in,it,was,to,that,which,were,these,among,or,would,be,such,but,from,not,much,as,those,whose,if,each,is,an,one,all,have,are,then,who,may,thus,what,man,than,how,been,his,many,some,our,like,upon,yet,him,into,therefore,according,also,had,anything,do,he,make,thyself,there,now,till,ought,notwithstanding,shouldst,will,lord,abundance,once,said,shalt,could,we,where,thee,god,no,did,neither,forth,because,must,throughout,without,again,lest,more,me,became,her,let,himself,thou,thy,say,my,should,unto,whither,shall,whom,hast,your,every,out,ever,ye,hath,c_percentage_use,o_percentage_use,m_percentage_use,p_percentage_use,a_percentage_use,n_percentage_use,y_percentage_use,f_percentage_use,w_percentage_use,e_percentage_use,b_percentage_use,i_percentage_use,g_percentage_use,t_percentage_use,u_percentage_use,h_percentage_use,r_percentage_use,l_percentage_use,s_percentage_use,v_percentage_use,d_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,k_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,26,2,2,7,35,6,5,5,13,1,5,2,2,8,2,4,6,5,4,7,4,1,2,2,2,1,3,1,2,1,3,2,2,1,3,2,1,1,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033099297893681046,0.0667001003009027,0.030591775325977934,0.018555667001003008,0.0712136409227683,0.07021063189568706,0.017552657973921765,0.028585757271815445,0.020561685055165497,0.141925777331996,0.014543630892678034,0.07071213640922769,0.01805416248746239,0.09628886659979939,0.02657973921765296,0.06168505516549649,0.06068204613841525,0.028585757271815445,0.062186559679037114,0.009528585757271816,0.03961885656970913,0.004012036108324975,0.0005015045135406219,0.0025075225677031092,0.0005015045135406219,0.003510531594784353,0,406,4.911330049261084,15.692307692307692,193.99849548645938
