Author,for,the,abundance,of,that,and,his,he,will,who,our,with,then,let,be,one,them,in,they,were,all,was,to,their,when,which,out,being,by,upon,into,as,many,there,other,each,it,if,had,been,these,every,have,thyself,such,anything,thou,shouldst,said,shall,thee,himself,hast,without,became,should,could,me,ye,man,yet,among,more,some,or,we,what,her,no,make,from,lest,how,neither,therefore,because,may,would,him,notwithstanding,your,lord,ought,again,but,according,till,must,hence,are,not,shalt,where,once,much,whither,is,ever,god,my,now,throughout,thy,hath,also,do,did,thus,forth,an,whom,say,like,than,those,whose,unto,s_percentage_use,p_percentage_use,i_percentage_use,r_percentage_use,t_percentage_use,f_percentage_use,o_percentage_use,h_percentage_use,e_percentage_use,a_percentage_use,b_percentage_use,u_percentage_use,n_percentage_use,d_percentage_use,c_percentage_use,g_percentage_use,y_percentage_use,j_percentage_use,m_percentage_use,l_percentage_use,w_percentage_use,v_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,45,1,12,5,24,1,2,1,1,2,8,2,1,1,4,2,6,2,6,2,3,5,7,1,1,1,1,3,1,2,3,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058469945355191254,0.01639344262295082,0.06939890710382514,0.048087431693989074,0.09508196721311475,0.020218579234972677,0.07704918032786885,0.06393442622950819,0.13387978142076504,0.07103825136612021,0.012021857923497269,0.02841530054644809,0.07595628415300547,0.05027322404371585,0.03114754098360656,0.01912568306010929,0.017486338797814208,0.001092896174863388,0.03114754098360656,0.034972677595628415,0.02185792349726776,0.010382513661202186,0.007103825136612022,0.001092896174863388,0.001092896174863388,0.000546448087431694,0,400,4.575,15.596153846153847,169.99726775956285
