Author,being,upon,his,with,and,that,if,would,their,the,of,he,should,be,in,are,for,these,to,is,which,they,every,no,but,have,them,now,man,thy,thou,shalt,all,not,from,him,let,once,who,more,than,then,one,shall,hath,each,by,thus,how,been,were,an,may,many,some,our,like,yet,into,much,therefore,when,also,had,anything,do,other,make,those,thyself,there,till,among,it,ought,hence,notwithstanding,shouldst,will,lord,abundance,was,said,could,as,we,where,thee,what,god,such,did,or,neither,forth,because,must,throughout,without,again,lest,me,became,her,himself,my,say,unto,whither,ever,whom,hast,your,according,out,ye,whose,g_percentage_use,o_percentage_use,d_percentage_use,b_percentage_use,e_percentage_use,i_percentage_use,n_percentage_use,l_percentage_use,k_percentage_use,u_percentage_use,p_percentage_use,h_percentage_use,s_percentage_use,a_percentage_use,y_percentage_use,f_percentage_use,r_percentage_use,w_percentage_use,t_percentage_use,v_percentage_use,c_percentage_use,m_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,2,2,5,9,16,2,2,2,4,31,17,4,1,6,6,8,5,1,7,2,2,2,1,2,3,4,3,1,2,12,1,1,3,4,2,1,3,1,4,1,1,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021913415285943347,0.07429182255478353,0.03955104222340994,0.018172100481026188,0.13575628006413681,0.06574024585783003,0.06787814003206841,0.03848209513629075,0.0074826296098343134,0.02939604489577766,0.020309994655264563,0.0689470871191876,0.059326563335114914,0.07322287546766434,0.024051309460181722,0.028327097808658473,0.05879208979155532,0.01977552111170497,0.08872260823089258,0.01122394441475147,0.021913415285943347,0.021378941742383754,0.0016034206306787815,0.002137894174238375,0.0010689470871191875,0,0,415,4.508433734939759,16.076923076923077,196.99946552645645
